CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
842	865	8	0.7087	-14.016
772	792	8	0.8296	24.000
792	830	8	0.8066	-14.016
792	886	8	0.7992	-29.035
792	894	8	0.8403	-10.021
602	684	8	0.8922	-28.031
602	700	8	0.8994	-28.031
602	761	8	0.8268	-28.031
602	808	8	0.8262	-28.031
602	816	8	0.9045	-28.031
826	830	8	0.8238	12.000
830	894	8	0.8315	3.995
534	802	8	0.7474	38.052
643	651	8	0.8043	0.000
651	655	8	0.9346	0.000
651	665	8	0.9319	0.000
651	670	8	0.8129	-18.010
651	765	8	0.958	0.000
651	773	8	0.9725	0.000
651	845	8	0.8514	-28.031
682	861	8	0.7545	-56.063
770	865	8	0.7148	-28.031
655	665	8	0.9535	0.000
665	670	8	0.8362	-18.010
665	765	8	0.9321	0.000
665	772	8	0.7994	17.027
665	773	8	0.9289	0.000
665	845	8	0.8155	-28.031
852	870	8	0.7734	26.016
684	700	8	0.9921	-0.000
700	722	8	0.8255	0.000
700	761	8	0.8905	-0.000
700	816	8	0.987	-0.000
700	923	8	0.8914	-28.031
701	827	8	0.7925	18.011
817	827	8	0.8933	0.000
826	827	8	0.7869	18.011
827	894	8	0.8871	-2.016
701	826	8	0.9255	-0.000
817	894	8	0.8248	-2.016
684	761	8	0.879	-0.000
761	816	8	0.8874	-0.000
761	923	8	0.8232	-28.031
684	722	8	0.8275	-0.000
722	923	8	0.8171	-28.031
606	685	8	0.7683	-0.984
655	894	8	0.8361	31.006
685	894	8	0.8417	29.974
765	894	8	0.8202	31.006
772	894	8	0.8352	13.979
802	809	8	0.7053	-35.077
655	670	8	0.8594	-18.010
655	765	8	0.9677	0.000
655	772	8	0.8372	17.027
655	773	8	0.9351	0.000
655	845	8	0.8856	-28.031
670	773	8	0.8357	18.010
765	773	8	0.9417	0.000
773	845	8	0.8801	-28.031
773	923	8	0.8111	-30.047
684	816	8	0.9873	-0.000
816	923	8	0.8975	-28.031
684	923	8	0.8898	-28.031
670	765	8	0.841	18.010
852	861	8	0.8917	0.000
765	772	8	0.8378	17.027
852	886	8	0.7094	-29.035
765	845	8	0.8828	-28.031
75	465	9	0.9346	-0.000
119	465	9	0.954	-0.000
120	465	9	0.9037	-18.011
186	465	9	0.9341	18.001
195	465	9	0.9002	18.020
465	498	9	0.9927	0.000
465	517	9	0.9575	-0.000
465	741	9	0.9107	0.000
465	829	9	0.9022	-0.000
465	859	9	0.9401	-0.000
75	195	9	0.9597	-18.020
119	195	9	0.9451	-18.020
122	195	9	0.9966	-0.010
171	195	9	0.9465	-0.019
175	195	9	0.9463	0.000
186	195	9	0.9974	-0.019
187	195	9	0.9466	0.000
195	741	9	0.9024	18.020
195	859	9	0.96	18.020
75	859	9	0.9244	-0.000
119	859	9	0.9797	-0.000
122	859	9	0.9593	18.011
186	859	9	0.9595	18.001
187	859	9	0.9184	18.020
498	859	9	0.9349	-0.000
517	859	9	0.9324	0.000
741	859	9	0.9346	-0.000
118	501	9	0.763	-18.010
75	119	9	0.9375	-0.000
75	122	9	0.9584	-18.011
75	175	9	0.9118	-18.020
75	186	9	0.9532	-18.001
75	187	9	0.9089	-18.020
75	498	9	0.9301	-0.000
75	517	9	0.9261	-0.000
119	171	9	0.9244	-18.001
122	171	9	0.9501	0.009
171	175	9	0.9952	-0.019
171	186	9	0.9491	0.000
171	187	9	0.9918	-0.019
171	517	9	0.9233	18.001
120	501	9	0.902	0.000
122	187	9	0.9447	-0.010
175	187	9	0.9925	0.000
186	187	9	0.9446	-0.019
119	517	9	0.943	-0.000
175	517	9	0.9269	18.020
498	517	9	0.9612	-0.000
517	741	9	0.9028	0.000
120	829	9	0.8342	-18.011
498	829	9	0.9012	-0.000
766	829	9	0.835	0.000
741	766	9	0.9244	-0.000
119	186	9	0.978	-18.001
122	186	9	0.9995	0.009
175	186	9	0.9452	0.019
186	498	9	0.9278	18.001
119	122	9	0.9458	-18.011
122	175	9	0.9452	-0.010
122	741	9	0.8997	18.011
119	498	9	0.9469	0.000
119	741	9	0.9489	-0.000
175	741	9	0.8931	18.020
498	741	9	0.9074	-0.000
120	469	9	0.9332	-0.000
120	498	9	0.91	-18.011
109	114	10	0.7363	-39.958
111	112	10	0.8955	-10.992
112	113	10	0.7331	-2.998
112	160	10	0.9257	18.964
2	3	10	0.7166	-15.978
3	4	10	0.7179	-23.016
3	9	10	0.8453	18.011
107	109	10	0.7269	-7.996
107	110	10	0.857	-23.973
110	145	10	0.7982	78.014
110	183	10	0.8271	78.020
6	145	10	0.8977	35.966
145	183	10	0.9808	0.006
2	6	10	0.7873	18.010
2	9	10	0.7433	2.033
6	9	10	0.7006	-15.978
107	111	10	0.7754	-28.953
4	5	10	0.7264	-88.931
6	183	10	0.9017	35.973
544	767	11	0.7047	-0.088
549	767	11	0.7059	-0.088
641	767	11	0.7013	-0.088
658	767	11	0.7336	-0.088
767	775	11	0.8645	-0.000
767	911	11	0.8626	0.088
767	948	11	0.8424	0.088
544	658	11	0.9824	-0.000
549	658	11	0.9763	-0.000
575	658	11	0.8999	-0.000
641	658	11	0.9754	0.000
658	775	11	0.8023	-0.088
658	911	11	0.7965	-0.000
658	948	11	0.8024	-0.000
65	911	11	0.7745	-0.000
544	911	11	0.7554	-0.000
549	911	11	0.7599	-0.000
641	911	11	0.7602	-0.000
775	911	11	0.9568	0.088
911	948	11	0.9216	0.000
544	575	11	0.9071	0.000
549	575	11	0.9056	0.000
575	641	11	0.9025	-0.000
544	549	11	0.9923	0.000
544	641	11	0.9779	-0.000
544	775	11	0.7664	-0.088
544	948	11	0.7401	-0.000
549	948	11	0.7413	-0.000
641	948	11	0.7812	-0.000
775	948	11	0.8816	0.088
549	641	11	0.9779	-0.000
641	775	11	0.7687	-0.088
65	775	11	0.7928	-0.088
549	775	11	0.77	-0.088
533	642	12	0.7401	-70.078
541	642	12	0.8283	-42.047
554	642	12	0.8033	-27.028
560	642	12	0.7255	-14.016
587	642	12	0.8372	-14.016
642	652	12	0.7197	14.052
642	657	12	0.7205	-14.016
642	704	12	0.8474	-28.031
642	749	12	0.8253	-56.063
533	541	12	0.7181	-28.031
541	554	12	0.7472	-15.019
541	587	12	0.8002	-28.031
541	652	12	0.7138	-27.995
541	704	12	0.82	-70.078
541	749	12	0.7719	-98.110
533	587	12	0.7769	-56.063
533	704	12	0.7039	-98.109
533	749	12	0.7005	-126.141
554	749	12	0.7717	-83.091
587	749	12	0.8137	-70.078
704	749	12	0.7906	-28.031
560	657	12	0.7159	-28.031
572	657	12	0.7575	-28.031
657	704	12	0.719	-14.016
554	587	12	0.8219	-13.013
587	652	12	0.7093	0.036
587	704	12	0.8212	-42.047
560	572	12	0.7686	0.000
572	652	12	0.8441	0.036
572	704	12	0.7819	-42.047
554	704	12	0.8029	-55.060
560	704	12	0.7145	-42.047
646	671	13	0.9445	-0.000
663	671	13	0.9406	-0.000
671	688	13	0.911	0.000
593	1007	13	0.9027	-238.230
619	1007	13	0.8345	-283.288
628	1007	13	0.9013	-238.230
645	1007	13	0.9041	-238.230
661	1007	13	0.9114	-238.230
695	1007	13	0.9135	-196.219
1007	1029	13	0.9425	-28.031
599	634	13	0.836	-24.999
599	871	13	0.8206	-24.999
695	1029	13	0.8827	-224.251
593	661	13	0.9677	0.000
596	661	13	0.9413	-14.016
610	661	13	0.9381	0.000
622	661	13	0.9503	-2.015
628	661	13	0.9648	-0.000
635	661	13	0.9543	386.174
638	661	13	0.9724	-14.016
645	661	13	0.9384	-0.000
661	1029	13	0.9081	-266.261
568	871	13	0.8964	-116.063
594	871	13	0.8808	-116.063
609	871	13	0.8844	-116.063
619	871	13	0.9048	-116.063
630	871	13	0.8794	-134.073
634	871	13	0.9516	0.000
646	871	13	0.9123	-116.063
663	871	13	0.9036	-116.063
688	871	13	0.8686	-116.063
568	609	13	0.9308	-0.000
594	609	13	0.939	-0.000
609	619	13	0.9678	-0.000
609	630	13	0.9229	18.010
609	634	13	0.9058	-116.063
609	646	13	0.9587	0.000
609	663	13	0.9597	0.000
609	1010	13	0.8817	-255.257
609	1030	13	0.8539	-283.288
568	594	13	0.9301	-0.000
594	619	13	0.9449	-0.000
594	630	13	0.9193	18.010
594	634	13	0.896	-116.063
594	646	13	0.9458	0.000
594	663	13	0.944	0.000
568	634	13	0.8972	-116.063
619	634	13	0.9156	-116.063
630	634	13	0.895	-134.073
634	646	13	0.9219	116.063
634	663	13	0.9149	116.063
634	688	13	0.8858	116.063
593	596	13	0.9235	14.016
595	596	13	0.8817	-14.015
596	610	13	0.93	-14.016
596	620	13	0.8841	14.016
596	622	13	0.9318	-12.000
