formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C7H15FN4O2S	[M + K]+	C7H15FKN4O2S+	0.969	0.978	21.968	21.968	0.000	12	0.206	1.420	1.420	3.562		277.054	30	0.501	839403718837772892	839403592027180683	839403592022986378	11	
1	C8H19N2O3P	[M + K]+	C8H19KN2O3P+	1.000	1.000	39.729	39.729	0.000	13	0.430	1.181	2.323	-3.092		261.076	30	0.501	839403716107280744	839403592169787027	839403592169787026	13	
1	C10H13FN4O2S	[M + Na]+	C10H13FN4NaO2S+	0.291	0.122	9.217	9.217	0.000	4	0.045	-2.405	2.405	-1.120		295.063	30	0.502	839403716547682750	839403592098483855	839403592094289550	12	
1	C11H18Cl2O6	[M - H2O + H]+	C11H17Cl2O5+	0.079	0.131	2.444	2.444	0.000	2	0.018	-4.396	4.396	-60231.385		299.044	30	0.502	839403716300218786	839403592308199067	839403592308199066	15	
1	C27H19F3N4O4S	[M + Na]+	C27H19F3N4NaO4S+	0.950	0.955	28.023	28.023	0.000	20	0.739	-0.885	1.722	1.754		575.098	30	0.504	839403950518549134	839403592379502239	839403592379502238	16	
1	C9H15N5O4	[M - H2O + H]+	C9H14N5O3+	0.435	0.333	24.586	24.586	0.000	7	0.001	5.790	5.790	-75011.442		240.109	30	0.507	839403715297779989	839403592241090199	839403592236895894	14	
1	C7H14FN3O2	[M + K]+	C7H14FKN3O2+	0.991	0.987	29.281	29.281	0.000	4	0.390	-0.352	2.036	-2.469		230.070	31	0.510	839403714832212222	839403592526302887	839403592526302886	18	
1	C28H46N2O20	[M + Na]+	C28H46N2NaO20+	0.277	0.660	24.981	24.981	0.000	23	0.724	-1.723	2.141	-1.285		753.253	31	0.512	839404422109323183	839403592878624443	839403592878624442	23	
1	C8H20N2O5S	[M - H2O + H]+	C8H19N2O4S+	0.773	0.333	47.406	40.201	7.204	21	0.776	2.377	2.377	-75325.837		239.106	31	0.513	839403713511006387	839403592605994667	839403592601800362	19	
1	C6H12O13	[M + Na]+	C6H12NaO13+	0.370	0.460	6.560	4.006	2.554	0	0.000	0.250	0.250	1.298		315.017	31	0.514	839403720284807903	839403592815709879	839403592811515574	22	
1	C20H28N2O12S2	[M + K]+	C20H28KN2O12S2+	0.791	0.121	9.807	5.084	4.723	1	0.958	0.505	0.505	1.498		591.072	31	0.514	839403714693800178	839403592681492143	839403592677297838	20	
1	C19H29FN4O9	[M + K]+	C19H29FKN4O9+	0.921	0.909	31.452	24.742	6.710	5	0.792	-3.163	3.163	4.106		515.157	31	0.514	839403717654979067	839403592744406707	839403592744406706	21	
1	C7H17O6P	[M + K]+	C7H17KO6P+	0.672	0.092	10.200	10.200	0.000	3	0.105	-1.006	1.006	-2.614		267.039	31	0.515	839403718112158222	839403593667153643	839403593667153642	35	
1	C8H18N2O4S	[M + Na]+	C8H18N2NaO4S+	1.000	1.000	51.322	46.032	5.291	15	0.545	0.920	0.920	-0.761		261.088	31	0.519	839403725049537658	839403592945733311	839403592941539006	24	
1	C17H14FNO5	[M + H3N + H]+	C17H18FN2O5+	0.416	0.332	39.781	39.781	0.000	14	0.893	0.006	2.835	-2.080		349.119	31	0.520	839404256610475044	839403593134477003	839403593134477002	27	
1	C8H21NO3SSi	[M + K]+	C8H21KNO3SSi+	0.296	0.293	14.826	14.826	0.000	3	0.332	0.822	1.546	2.556		278.065	31	0.522	839404243859790769	839403593008647875	839403593008647874	25	
1	C38H40O17	[M + Na]+	C38H40NaO17+	0.980	0.899	12.389	12.389	0.000	2	0.902	-0.188	1.019	-4.879		791.212	31	0.523	839404220111641188	839403593226751695	839403593222557390	28	
1	C8H18N2O4S	[M + K]+	C8H18KN2O4S+	0.686	0.786	10.231	0.288	9.943	1	0.011	-0.393	1.358	-1.610		277.061	31	0.524	839403727633229096	839403593436466907	839403593436466906	31	
1	C13H17FN3O4	[M + Na]+	C13H17FN3NaO4+	1.000	1.000	147.368	147.368	0.000	35	0.674	0.269	2.082	-2.149		321.109	31	0.524	839404210204694908	839403593373552343	839403593373552342	30	
1	C6H13NO7S	[M + K]+	C6H13KNO7S+	1.000	0.997	14.135	14.135	0.000	6	0.124	0.521	1.228	-4.897		282.003	31	0.524	839404151790622233	839403595432955751	839403595432955750	66	
1	C16H36N4O8S2	[M + K]+	C16H36KN4O8S2+	0.996	0.011	24.223	14.262	9.960	4	0.938	-0.654	0.865	-1.037		515.160	31	0.524	839403739117234211	839403593075756743	839403593071562438	26	
1	C32H39ClN2O20	[M + Na]+	C32H39ClN2NaO20+	0.608	0.693	12.871	4.904	7.967	2	0.970	1.952	1.952	0.808		829.168	31	0.524	839404123336463544	839403593306443475	839403593302249170	29	
1	C7H15O4	[M + K]+	C7H15KO4+	1.000	1.000	124.099	124.099	0.000	21	0.385	-0.939	2.630	-2.336		202.060	31	0.525	839404180030871475	839403593553907427	839403593553907426	33	
1	C16H9ClN2O6	[M + K]+	C16H9ClKN2O6+	0.070	0.357	15.108	15.108	0.000	1	0.957	1.785	1.785	2.326		398.979	32	0.525	839404244841257931	839403593499381471	839403593495187166	32	
1	C22H26O15	[M + Na]+	C22H26NaO15+	0.879	0.111	16.530	13.245	3.285	1	0.886	0.958	0.958	0.234		553.117	32	0.526	839404110250234796	839403593616821991	839403593612627686	34	
1	C32H30O5	[M - H2O + H]+	C32H29O4+	0.264	0.010	14.679	14.679	0.000	1	0.885	-3.602	3.602	-37744.883		477.205	32	0.526	839403712793780372	839403593725873903	839403593725873902	36	
1	C22H14F10N4O7	[M + K]+	C22H14F10KN4O7+	0.197	0.205	11.565	11.565	0.000	2	0.968	-0.115	0.330	0.446		675.034	32	0.526	839403715545243957	839403593839120119	839403593839120118	38	
1	C27H56N4O11S2	[M + K]+	C27H56KN4O11S2+	0.334	0.134	14.833	7.575	7.259	4	0.966	-0.378	1.047	1.917		715.303	32	0.526	839403714156929231	839403593784594163	839403593784594162	37	
1	C11H15F3N3O4	[M - H2O + H]+	C11H14F3N3O3+	0.716	0.311	37.664	37.664	0.000	13	0.536	-1.309	2.238	-61446.188		293.099	32	0.527	839403722834945004	839403593956560639	839403593952366334	40	
1	C4H12N3O4S	[M + Na]+	C4H12N3NaO4S+	1.000	1.000	29.038	24.916	4.122	8	0.180	2.479	2.686	-8.879		221.042	32	0.530	839403716744815068	839403594019475203	839403594019475202	41	
1	C5H10F5N3O	[M - H2O + H]+	C5H9F5N3+	0.190	0.182	13.490	13.490	0.000	2	0.715	0.333	2.476	-87397.325		206.072	32	0.531	839403711082504212	839403594589900587	839403594589900586	51	
1	C6H12N3O6	[M - H2O + H]+	C6H11N3O5+	0.898	0.003	3.546	-0.770	4.317	1	0.015	-10.735	10.735	-87832.506		205.068	32	0.531	839403721375327066	839403594078195463	839403594074001158	42	
1	C28H46N10O8S2	[M + K]+	C28H46KN10O8S2+	0.461	0.602	11.496	3.744	7.752	2	0.948	-3.110	3.110	-0.688		753.257	32	0.535	839403720247059153	839403592454999715	839403592450805410	17	
1	C13H23N5O7S	[M + K]+	C13H23KN5O7S+	1.000	0.998	26.736	20.492	6.244	5	0.980	3.391	3.391	3.709		432.097	32	0.537	839403711204139045	839403594136915723	839403594136915722	43	
1	C5H11NO2	[M + Na]+	C5H11NNaO2+	1.000	1.000	50.116	47.450	2.666	8	0.821	7.432	7.432	-0.709		140.068	32	0.540	839403709979402101	839403594191441679	839403594191441678	44	
1	C5H11NO2	[M + K]+	C5H11KNO2+	1.000	1.000	21.972	14.287	7.685	4	0.372	4.740	4.740	-0.684		156.042	33	0.542	839403711430631503	839403594245967635	839403594245967634	45	
1	C18H34N6O9S	[M + K]+	C18H34KN6O9S+	0.982	0.877	22.911	15.041	7.870	3	0.963	-0.671	0.931	2.885		549.176	33	0.542	839403716266664339	839403594367602459	839403594367602458	47	
1	C13H23N5O7S	[M + H]+	C13H24N5O7S+	0.931	0.332	33.588	27.475	6.112	8	0.940	3.206	3.206	5.365		394.141	33	0.542	839403717533344235	839403594308882199	839403594304687894	46	
1	C10H22N2O4	[M + Na]+	C10H22N2NaO4+	1.000	0.964	24.422	18.952	5.470	2	0.975	-0.109	1.629	-0.925		257.147	33	0.544	839403710994423804	839403594426322719	839403594422128414	48	
1	C10H22N2O4	[M + K]+	C10H22KN2O4+	1.000	0.585	25.166	25.166	0.000	4	0.979	2.218	2.218	-0.861		273.121	33	0.545	839403711724232809	839403594476654371	839403594476654370	49	
1	C22H27F2N3O4	[M + K]+	C22H27F2KN3O4+	0.447	0.094	12.306	12.306	0.000	3	0.992	-0.927	1.195	2.318		474.161	33	0.546	839403713305485477	839403594531180327	839403594531180326	50	
1	C23H45N7O11S	[M + K]+	C23H45KN7O11S+	0.999	0.957	26.885	16.338	10.547	5	0.986	2.768	2.768	2.350		666.255	33	0.553	839404116789154929	839403594648620847	839403594648620846	52	
1	C29H52N12O9S	[M + K]+	C29H52KN12O9S+	0.824	0.785	20.739	11.048	9.692	5	0.982	2.881	2.881	0.510		783.334	33	0.553	839403715633324357	839403594703146803	839403594703146802	53	
1	C15H33N3O6	[M + K]+	C15H33KN3O6+	1.000	0.446	27.452	20.757	6.696	3	0.781	-0.415	0.602	-1.112		390.200	33	0.558	839403719773102699	839403594761867063	839403594761867062	54	
1	C20H44N4O8	[M + Na]+	C20H44N4NaO8+	0.987	0.140	29.363	23.239	6.125	5	0.833	-0.517	0.571	-0.417		491.305	34	0.559	839403729092846997	839403594820587323	839403594816393018	55	
1	C20H44N4O8	[M + K]+	C20H44KN4O8+	1.000	0.955	24.910	15.497	9.414	2	0.864	-0.646	0.646	-0.084		507.279	34	0.560	839403725670294697	839403594883501887	839403594883501886	56	
1	C27H43N9O6	[M + K]+	C27H43KN9O6+	0.908	0.757	26.294	18.043	8.251	4	0.940	0.012	0.848	2.852		628.299	34	0.562	839403732062414464	839403594938027843	839403594938027842	57	
1	C25H55N5O10	[M + K]+	C25H55KN5O10+	0.999	0.941	26.605	20.539	6.066	4	0.830	-1.114	1.114	-0.114		624.358	34	0.567	839404140201760055	839403594988359495	839403594988359494	58	
1	C32H54N10O8	[M + K]+	C32H54KN10O8+	0.939	0.975	27.843	19.380	8.463	5	0.976	-1.023	1.148	1.695		745.377	34	0.568	839403714488279264	839403595059662667	839403595055468362	59	
1	C9H15BrCl2FNO3S	[M + Na]+	C9H15BrCl2FNNaO3S+	0.999	0.999	45.723	45.723	0.000	19	0.704	-2.416	2.416	-1.031		407.921	34	0.570	839403743693219973	839403595118382927	839403595114188622	60	
1	C30H66N6O12	[M + K]+	C30H66KN6O12+	1.000	0.690	19.486	16.320	3.165	4	0.982	-1.214	1.214	-0.053		741.437	34	0.570	839403733152933618	839403595181297491	839403595177103186	61	
1	C40H77N5O12	[M + K]+	C40H77KN5O12+	0.801	0.219	18.602	15.547	3.055	4	0.987	-1.252	1.252	-4.800		858.516	34	0.572	839404197378513116	839403595231629143	839403595231629142	62	
1	C17H21N7O2	[M + H]+	C17H22N7O2+	0.262	0.099	18.245	16.043	2.202	3	0.938	11.736	11.736	4.775		356.185	35	0.576	839404176432158618	839403595281960795	839403595281960794	63	
1	C10H22N2O4	[M + H]+	C10H23N2O4+	1.000	0.333	32.872	26.310	6.562	4	0.979	1.685	1.929	-0.356		235.165	35	0.583	839404141191615833	839403595525230447	839403595525230446	68	
1	C6H15NO3	[M - H2O + H]+	C6H14NO2+	0.996	0.333	19.864	16.954	2.910	3	0.619	8.694	8.694	-136338.117		132.102	35	0.585	839404245160025051	839403595571367795	839403595567173490	69	
1	C15H33N3O6	[M + H]+	C15H34N3O6+	1.000	0.333	27.631	19.727	7.904	3	0.920	0.438	0.679	-0.830		352.244	35	0.585	839403710616936367	839403595617505143	839403595617505142	70	
1	C10H25NO3Si	[M + H]+	C10H26NO3Si+	0.947	0.500	30.412	30.412	0.000	6	0.963	5.882	5.882	0.903		236.168	35	0.586	839403732376987281	839403596049518495	839403596049518494	80	
1	C7H15NO5	[M - H2O + H]+	C7H14NO4+	0.909	0.333	16.154	13.663	2.491	3	0.924	6.041	6.504	-102280.222		176.092	35	0.586	839403709849378656	839403595659448187	839403595659448186	71	
1	C20H44N4O8	[M + H]+	C20H45N4O8+	1.000	0.308	31.760	23.315	8.445	5	0.621	0.779	0.779	-0.321		469.323	35	0.590	839403709656440655	839403595705585535	839403595705585534	72	
1	C25H55N5O10	[M + H]+	C25H56N5O10+	0.983	0.328	32.431	23.754	8.678	6	0.883	-0.361	1.135	-0.033		586.402	35	0.591	839403710285586311	839403595793665927	839403595793665926	74	
1	C4H12FN3O	[M - H2O + H]+	C4H11FN3+	0.980	0.333	7.101	7.101	0.000	3	0.625	5.155	8.222	-149972.789		120.093	36	0.592	839403709408976713	839403595873357711	839403595873357710	76	
1	C27H43N9O6	[M + H]+	C27H44N9O6+	0.804	0.221	25.284	21.392	3.892	6	0.945	0.329	1.021	3.157		590.343	36	0.592	839403710449164188	839403595919495059	839403595919495058	77	
1	C30H66N6O12	[M + H]+	C30H67N6O12+	0.908	0.204	25.282	19.321	5.961	5	0.902	-1.127	1.127	0.088		703.481	36	0.592	839403710751154136	839403595965632407	839403595961438102	78	
1	C32H54N10O8	[M + H]+	C32H55N10O8+	0.971	0.320	24.794	24.174	0.620	4	0.891	-0.665	1.054	2.749		707.422	36	0.593	839404099974189785	839403596007575451	839403596007575450	79	
1	C4H13N2O3	[M - H2O + H]+	C4H12N2O2+	0.988	0.333	11.300	9.855	1.444	5	0.633	11.438	11.438	-149963.842		120.091	36	0.595	839404229511076593	839403596095655843	839403596091461538	81	
1	C6H15NO5S	[M + Na]+	C6H15NNaO5S+	1.000	1.000	28.856	28.856	0.000	11	0.061	-1.218	1.845	-2.645		236.056	36	0.595	839404258724404296	839403596221484975	839403596221484974	84	
1	C39H75N9O8	[M + Na]+	C39H75N9NaO8+	0.890	0.455	21.665	16.018	5.648	5	0.943	-0.839	0.968	-4.084		820.560	36	0.596	839404195088423075	839403596133404583	839403596133404582	82	
1	C50H86N6O9	[M + Na]+	C50H86N6NaO9+	0.895	0.958	11.313	11.313	0.000	6	0.985	-1.234	2.316	3.297		937.638	36	0.597	839403710763737067	839403596271816627	839403596267622322	85	
1	C19H38N2O7S	[M + K]+	C19H38KN2O7S+	0.946	0.922	21.630	21.630	0.000	17	0.793	-0.267	1.220	3.069		477.205	36	0.597	839404140872848711	839403597576245299	839403597576245298	117	
1	C41H69N5O12	[M + H]+	C41H70N5O12+	0.293	0.182	21.222	21.222	0.000	5	0.949	-1.215	1.244	-0.812		824.501	36	0.597	839404118101972094	839403596179541931	839403596179541930	83	
1	C14H8FN3O	[M - H2O + H]+	C14H7FN3+	0.978	0.127	3.940	3.940	0.000	3	0.007	1.356	1.356	-76294.255		236.062	36	0.598	839404216601008656	839403596401840063	839403596397645758	88	
1	C14H8FN3O	[M - H2O + H]+	C14H7FN3+	0.783	0.033	2.732	2.732	0.000	3	0.004	0.274	1.535	-76294.300		236.062	36	0.599	839403991178133781	839403595336486751	839403595332292446	64	
1	C6H13NO4S	[M + K]+	C6H13KNO4S+	1.000	1.000	20.774	20.774	0.000	5	0.285	0.757	0.757	2.384		234.020	36	0.605	839403720691655427	839403595747528579	839403595747528578	73	
1	C6H13NO4S	[M + K]+	C6H13KNO4S+	1.000	1.000	18.173	18.173	0.000	5	0.235	-0.119	0.838	2.256		234.020	37	0.613	839403731886253666	839403596313759671	839403596309565366	86	
1	C16H36N4O8S2	[M + K]+	C16H36KN4O8S2+	0.698	0.030	11.823	7.367	4.456	1	0.326	2.959	2.959	0.691		515.161	37	0.624	839404252139346957	839403598205390955	839403598205390954	131	
1	C18H23N7O4S	[M + H]+	C18H24N7O4S+	0.353	0.329	35.925	33.782	2.143	9	0.935	0.507	0.571	4.492		434.162	38	0.640	839403720737792785	839403596359897019	839403596359897018	87	
1	C12H28N2O9S2	[M - H2O + H]+	C12H27N2O8S2+	0.333	0.013	17.052	17.052	0.000	4	0.939	0.182	0.320	-46049.333		391.120	39	0.645	839403721853477779	839403596447977411	839403596447977410	89	
1	C6H14O6	[M + H]+	C6H15O6+	1.000	0.980	39.343	39.343	0.000	4	0.679	0.860	0.860	0.248		183.086	39	0.646	839403716551877067	839403595382624099	839403595382624098	65	
1	C11H14O2Si	[M - H2O + H]+	C11H13OSi+	0.714	0.483	7.279	7.279	0.000	1	0.105	0.975	0.975	-95255.037		189.073	39	0.646	839404137899087141	839403596485726151	839403596485726150	90	
1	C6H14O6	[M - H2O + H]+	C6H13O5+	1.000	0.500	30.904	30.904	0.000	3	0.589	1.027	1.027	-109104.646		165.076	39	0.657	839403711208333362	839403595831414667	839403595831414666	75	
1	C6H15NO5S	[M - H2O + H]+	C6H14NO4S+	0.607	0.333	49.097	42.346	6.750	15	0.712	4.683	4.683	-91860.539		196.064	39	0.658	839403724223259707	839403596527669195	839403596527669194	91	
1	C8H20N2O5S	[M - H2O + H]+	C8H19N2O4S+	0.784	0.333	51.085	44.266	6.819	22	0.789	1.618	1.618	-75326.916		239.105	40	0.660	839403922769033140	839403598314442867	839403598314442866	133	
1	C7H10N2O2S	[M + K]+	C7H10KN2O2S+	0.838	0.508	47.574	46.000	1.574	10	0.695	4.391	5.161	2.459		225.010	40	0.662	839403718347039278	839403597244895251	839403597244895250	109	
1	C5H8NO6S2	[M + Na]+	C5H8NNaO6S2+	0.518	0.262	40.777	40.777	0.000	15	0.926	-2.812	4.499	-2.622		264.968	40	0.662	839403719810851453	839403597446221863	839403597446221862	114	
1	C6H11O3PSi2	[M + Na]+	C6H11NaO3PSi2+	0.847	0.917	45.871	45.871	0.000	10	0.663	-0.998	1.201	-0.517		240.988	40	0.662	839403722272908226	839403597286838295	839403597286838294	110	
1	C8H9NO5S2	[M + K]+	C8H9KNO5S2+	0.845	0.994	47.624	47.624	0.000	27	0.810	-4.292	4.617	7.145		301.958	40	0.662	839403722465846224	839403597530107951	839403597530107950	116	
1	C2H7N3O3S	[M + Na]+	C2H7N3NaO3S+	0.738	0.558	14.439	14.439	0.000	5	0.057	5.822	5.822	-7.743		176.009	40	0.662	839403723589919740	839403597056151551	839403597051957246	104	
1	C7H9NO3S3	[M + Na]+	C7H9NNaO3S3+	0.753	0.641	94.675	93.217	1.457	18	0.600	-5.372	6.139	-3.894		273.963	40	0.662	839403724701410408	839403597488164907	839403597488164906	115	
1	C4H10NO2S	[M + Na]+	C4H10NNaO2S+	1.000	0.998	45.328	45.328	0.000	8	0.727	9.030	10.706	-9.528		159.031	40	0.662	839403725745792188	839403596976459767	839403596972265462	102	
1	C2H8O3SSi3	[M - H2O + H]+	C2H7O2SSi3+	0.588	0.500	109.952	109.952	0.000	24	0.536	-5.295	5.589	-100653.109		178.946	40	0.662	839403730107868667	839403597093900291	839403597093900290	105	
1	C3H3N3O6S2	[M - H2O + H]+	C3H2N3O5S2+	0.938	0.085	20.298	20.298	0.000	6	0.117	3.409	3.409	-80421.808		223.944	40	0.662	839403732897081022	839403597207146511	839403597207146510	108	
1	C5H12ClO2PS2	[M + Na]+	C5H12ClNaO2PS2+	0.618	0.010	28.571	25.890	2.681	17	0.672	3.608	3.608	0.986		256.960	40	0.662	839403733001938643	839403597362335775	839403597362335774	112	
1	C6H10O5S	[M + Na]+	C6H10NaO5S+	0.884	0.768	31.352	31.352	0.000	6	0.950	2.445	2.445	1.543		217.014	40	0.662	839403733123573473	839403597169397771	839403597169397770	107	
1	C7H9O4S2	[M + K]+	C7H9KO4S2+	1.000	1.000	71.887	71.887	0.000	21	0.639	5.684	5.684	2.870		259.958	40	0.662	839403736290273245	839403597404278819	839403597404278818	113	
1	CH2N3O2S2	[M - H2O + H]+	CHN3OS2+	0.797	0.001	-5.541	-5.541	0.000	0	0.000	5.283	5.283	-133449.606		134.956	40	0.662	839403742057441391	839403596569612239	839403596569612238	92	
1	C2H8FN3O2S	[M + H]+	C2H9FN3O2S+	0.922	0.457	42.334	42.334	0.000	8	0.695	7.137	7.137	-6.025		158.038	40	0.662	839403742472677489	839403596934516723	839403596934516722	101	
1	C5H5BN2O6S2	[M - H2O + H]+	C5H4BN2O5S2+	0.317	0.158	20.615	20.615	0.000	12	0.243	-3.288	3.288	-73226.492		245.968	40	0.662	839403746931222842	839403597324587035	839403597320392730	111	
1	C2H3N3O5S2	[M - H2O + H]+	C2H2N3O4S2+	0.939	0.074	11.240	11.240	0.000	4	0.032	3.519	3.519	-91911.196		195.949	40	0.662	839403760332024477	839403597131649031	839403597127454726	106	
1	C2H10N3OS2	[M + H]+	C2H11N3OS2+	0.510	0.500	16.866	13.942	2.924	3	0.981	11.810	11.810	8.881		157.035	40	0.662	839403991719199020	839403596854824939	839403596854824938	99	
1	C2H5NO3S	[M + Na]+	C2H5NNaO3S+	1.000	1.000	42.573	42.573	0.000	7	0.506	11.810	11.810	2.982		145.989	40	0.662	839404107721069426	839403596695441371	839403596695441370	95	
1	CH6FO3PSi	[M + H]+	CH7FO3PSi+	1.000	1.000	28.058	28.058	0.000	5	0.358	15.027	15.027	-0.427		144.988	40	0.662	839404144328955294	839403596653498327	839403596653498326	94	
1	C3H9O4S2	[M - H2O + H]+	C3H8O3S2+	0.501	0.500	41.131	41.131	0.000	6	0.592	11.673	11.673	-115457.168		155.991	40	0.662	839404154101683777	839403596817076199	839403596817076198	98	
1	C2H2F3NO3	[M + H]+	C2H3F3NO3+	0.380	0.366	13.391	13.391	0.000	3	0.331	-11.253	11.253	6.547		146.007	40	0.662	839404212205377998	839403596737384415	839403596737384414	96	
1	C3H9N3OS	[M + Na]+	C3H9N3NaOS+	0.998	0.997	48.575	48.575	0.000	10	0.409	5.358	8.000	-8.186		158.035	40	0.662	839404219482495573	839403596896767983	839403596896767982	100	
1	CH6N2O5Si	[M - H2O + H]+	CH5N2O4Si+	0.462	0.248	11.414	11.414	0.000	4	0.057	8.523	8.523	-131459.247		137.002	40	0.662	839404257440947258	839403596611555283	839403596607360978	93	
1	C6H10O4	[M - H2O + H]+	C6H9O3+	0.890	0.500	147.075	144.234	2.840	21	0.928	9.167	9.167	-139556.723		129.055	40	0.664	839403720033149613	839403597618188343	839403597618188342	118	
1	C6H12O5	[M + H]+	C6H13O5+	0.637	0.500	159.989	154.980	5.009	26	0.939	8.703	8.703	0.243		165.076	40	0.664	839403733635278596	839403597660131387	839403597660131386	119	
1	C6H12O5	[M - H2O + H]+	C6H11O4+	0.848	0.500	139.220	136.259	2.961	22	0.888	8.999	8.999	-122466.582		147.065	40	0.665	839403729206093240	839403597706268735	839403597706268734	120	
1	C6H14O6	[M + H]+	C6H15O6+	1.000	1.000	145.958	141.165	4.793	26	0.905	7.673	7.673	0.302		183.086	40	0.666	839403731500377654	839403597785960519	839403597785960518	122	
1	C6H13NO4S	[M + Na]+	C6H13NNaO4S+	0.997	0.996	22.096	20.903	1.193	10	0.227	6.618	6.618	-0.182		218.046	40	0.671	839403721757008759	839403597827903563	839403597827903562	123	
1	C8H14N4O6S	[M - H2O + H]+	C8H13N4O5S+	0.542	0.300	19.312	18.189	1.123	13	0.322	1.114	2.685	-64999.396		277.062	40	0.672	839403746444683532	839403598889062551	839403598889062550	142	
1	C3H7O3PS	[M + H]+	C3H8O3PS+	0.508	0.499	39.295	39.295	0.000	7	0.187	9.513	9.513	5.302		154.993	40	0.672	839403750999697821	839403597970509911	839403597970509910	126	
1	C9H21NO3	[M + Na]+	C9H21NNaO3+	1.000	1.000	14.708	14.708	0.000	2	0.044	0.320	0.320	0.120		214.141	41	0.677	839403727691949366	839403598100533347	839403598100533346	129	
1	C9H16O2	[M + H3N + H]+	C9H20NO2+	1.000	0.333	83.922	80.599	3.323	10	0.473	2.361	2.361	-0.260		174.149	41	0.684	839403716149223822	839403598142476391	839403598142476390	130	
1	C8H19N2S	[M + H3N + H]+	C8H23N3S+	0.999	0.500	20.693	20.693	0.000	6	0.090	9.400	9.400	11.078		193.163	41	0.684	839403716438630839	839403598062784607	839403598062784606	128	
1	C9H18O3	[M + H3N + H]+	C9H22NO3+	0.996	0.500	93.864	90.593	3.270	17	0.836	2.223	2.223	0.573		192.160	41	0.685	839403726391715066	839403598268305519	839403598268305518	132	
1	C6H12N3O6	[M - H2O + H]+	C6H11N3O5+	0.893	0.023	6.052	1.882	4.170	4	0.065	-1.454	4.941	-87831.976		205.068	42	0.699	839403720381276917	839403598675153035	839403598670958730	139	
1	C13H18O6	[M + Na]+	C13H18NaO6+	0.791	0.802	36.074	36.074	0.000	8	0.705	-1.291	1.291	-1.259		293.099	42	0.700	839403734318950253	839403598452854911	839403598452854910	136	
1	C7H16O5P	[M - H2O + H]+	C7H15O4P+	0.839	0.293	5.093	5.093	0.000	3	0.264	1.891	1.891	-92798.907		194.071	43	0.710	839403726886642967	839403599161692327	839403599157498022	146	
