feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality
14	PQEYTAGBXNEUQL	isdb	CCCCC[C@H]1C(=O)CC[C@@H]1CC(=O)O																																													73.0	Fatty acids	0.3333333333333333	Octadecanoids	0.3333333333333333	Jasmonic acids	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27109032	PQEYTAGBXNEUQL-NXEZZACHSA-N	InChI=1S/C12H20O3/c1-2-3-4-5-10-9(8-12(14)15)6-7-11(10)13/h9-10H,2-8H2,1H3,(H,14,15)/t9-,10-/m1/s1	CCCCC[C@H]1C(=O)CC[C@@H]1CC(=O)O	C12H20O3	pos_2MFe	212.1412445	(-)-9,10-Dihydrojasmonic acid	Fatty acids	Octadecanoids	Jasmonic acids	http://www.wikidata.org/entity/Q23501	Solanum lycopersicum	378964.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum lycopersicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6.0	3.0	7.5	1.0																									
15	BEHCJZAKUQKRSB	sirius	CC1(C(C(C(=CC1=O)C=CC(C)(C)O)O)Cl)O																																																																																												1.0	2.0	0.035	0.035	-237.927	0.06	0.144	2.54	C12H17ClO4	[M + K]+	C12H17ClKO4+	InChI=1S/C12H17ClO4/c1-11(2,16)5-4-7-6-8(14)12(3,17)10(13)9(7)15/h4-6,9-10,15-17H,1-3H3	5-Chloroacremine A	CC1(C(C(C(=CC1=O)C=CC(C)(C)O)O)Cl)O	-0.4	162903596;72191326	COCONUT:(CNP0171870);SUPERNATURAL:(SN0023205);PUBCHEM:(162903596 72191326);LOTUS:(Q77493945)	271581186.0	299.044	30.0	0.502	8.394037163002188e+17	8.39403592308199e+17	8.39403592308199e+17	
16	BEEWEHNPLGCZHS	sirius	CC1=C(C=C(C=C1)N2C3=C(C=CC(=C3)C(F)(F)F)C(=C2O)N=NC4=CC=CC(=C4O)C=C5C(=O)NC(=O)S5)C																																																																																												1.0	1.0	0.014	0.014	-308.788	0.95	0.955	28.023	C27H19F3N4O4S	[M + Na]+	C27H19F3N4NaO4S+	InChI=1S/C27H19F3N4O4S/c1-13-6-8-17(10-14(13)2)34-20-12-16(27(28,29)30)7-9-18(20)22(25(34)37)33-32-19-5-3-4-15(23(19)35)11-21-24(36)31-26(38)39-21/h3-12,35,37H,1-2H3,(H,31,36,38)	5-[[3-[[1-(3,4-Dimethylphenyl)-2-hydroxy-6-(trifluoromethyl)indol-3-yl]diazenyl]-2-hydroxyphenyl]methylidene]-1,3-thiazolidine-2,4-dione	CC1=C(C=C(C=C1)N2C3=C(C=CC(=C3)C(F)(F)F)C(=C2O)N=NC4=CC=CC(=C4O)C=C5C(=O)NC(=O)S5)C	6.9	136612138;136076265;136381736	PUBCHEM:(136612138 136076265 136381736)	2.0	575.098	30.0	0.504	8.394039505185491e+17	8.394035923795022e+17	8.394035923795022e+17	
17	ATYDMUDYEUABJF	sirius	CCCCCC(CC(=O)CCC1=C2CSSCC3CNC(C4=C3C5=C(C=C4)C(C#CCC(N6CC7=NC=C(C5)C7=C6)OC2=C(C=C1)O)O)N)O																																																																																												1.0	3.0	0.056	0.056	-546.052	0.084	0.003	6.269	C39H46N4O5S2	[M + K]+	C39H46KN4O5S2+	InChI=1S/C39H46N4O5S2/c1-2-3-4-6-26(44)16-27(45)11-9-23-10-14-35(47)38-32(23)22-50-49-21-25-18-42-39(40)29-13-12-28-30(37(25)29)15-24-17-41-33-20-43(19-31(24)33)36(48-38)8-5-7-34(28)46/h10,12-14,17,19,25-26,34,36,39,42,44,46-47H,2-4,6,8-9,11,15-16,18,20-22,40H2,1H3		CCCCCC(CC(=O)CCC1=C2CSSCC3CNC(C4=C3C5=C(C=C4)C(C#CCC(N6CC7=NC=C(C5)C7=C6)OC2=C(C=C1)O)O)N)O	3.2	163118839;163118840;163118841;163118842	COCONUT:(CNP0438246);PUBCHEM:(163118839 163118840 163118841 163118842)	2097154.0	753.257	32.0	0.535	8.394037202470592e+17	8.394035924549997e+17	8.394035924508054e+17	
18	VHLCDEVOVRFHAP	sirius	C(CC(C(=O)O)N)CN=C(CF)N																																																																																												1.0	1.0	0.029	0.029	-240.974	0.991	0.987	29.281	C7H14FN3O2	[M + K]+	C7H14FKN3O2+	InChI=1S/C7H14FN3O2/c8-4-6(10)11-3-1-2-5(9)7(12)13/h5H,1-4,9H2,(H2,10,11)(H,12,13)	N~5~-[(1E)-2-fluoroethanimidoyl]-L-ornithine	C(CC(C(=O)O)N)CN=C(CF)N	-3.2	137349352	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(137349352)	16777218.0	230.07	31.0	0.51	8.394037148322122e+17	8.394035925263028e+17	8.394035925263028e+17	
19	JKMHFZQWWAIEOD	sirius	C1CN(CCN1CCO)CCS(=O)(=O)O																																																																																												1.0	2.0	0.808	0.81	-7.626	0.225	0.333	47.406	C8H18N2O4S	[M + H]+	C8H19N2O4S+	InChI=1S/C8H18N2O4S/c11-7-5-9-1-3-10(4-2-9)6-8-15(12,13)14/h11H,1-8H2,(H,12,13,14)	Hepes	C1CN(CCN1CCO)CCS(=O)(=O)O	-4.0	4099749;87826964;3275884;90874349;23830;23831;3725082;71309498;24941255	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0062295);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(23831);SUPERNATURAL:(SN0167890);MESH:(23831);PUBCHEM:(4099749 87826964 3275884 90874349 23830 23831 3725082 71309498 24941255);COCONUT:(CNP0212794);NORMAN:(NS00004939);METACYC:(HEPES);CHEBI:(46757 46758 46755 42334);DSSTox:(DTXSID00635730 DTXSID4044458 DTXSID5040382 DTXSID90859665);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137563998318.0	239.106	31.0	0.513	8.394037135110063e+17	8.394035926059946e+17	8.394035926018003e+17	
21	YXORVUGPTYBNIK	sirius	CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)CF)NC(=O)C(CC(=O)O)NC(=O)C																																																																																												1.0	1.0	0.04	0.04	-319.418	0.921	0.909	31.452	C19H29FN4O9	[M + K]+	C19H29FKN4O9+	InChI=1S/C19H29FN4O9/c1-8(2)16(24-18(32)12(6-15(29)30)22-10(4)25)19(33)21-9(3)17(31)23-11(5-14(27)28)13(26)7-20/h8-9,11-12,16H,5-7H2,1-4H3,(H,21,33)(H,22,25)(H,23,31)(H,24,32)(H,27,28)(H,29,30)	acetyl-Asp-Val-Ala-Asp fluoromethyl ketone	CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)CF)NC(=O)C(CC(=O)O)NC(=O)C	-1.5	102068468	MESH:(102068468);PUBCHEM:(102068468);PUBMED:(null)	70.0	515.157	31.0	0.514	8.394037176549791e+17	8.394035927444067e+17	8.394035927444067e+17	
23	HQHJSIFCCGLWGY	sirius	CS(=O)(=O)N1CCC2=C(C1)C(=NN2CCCN3CCN(CC3)C4CC4)C5=CC(=C(C=C5)Cl)C#CC6=CC=C(C=C6)CNCC7=CC=C(C=C7)Cl																																																																																												1.0	5.0	0.107	0.107	-354.241	0.03	0.05	22.399	C39H44Cl2N6O2S	[M + Na]+	C39H44Cl2N6NaO2S+	InChI=1S/C39H44Cl2N6O2S/c1-50(48,49)46-20-17-38-36(28-46)39(43-47(38)19-2-18-44-21-23-45(24-22-44)35-14-15-35)33-11-16-37(41)32(25-33)10-7-29-3-5-30(6-4-29)26-42-27-31-8-12-34(40)13-9-31/h3-6,8-9,11-13,16,25,35,42H,2,14-15,17-24,26-28H2,1H3	1-{4-[(2-Chloro-5-{1-[3-(4-cyclopropylpiperazin-1-yl)propyl]-5-(methylsulfonyl)-4,5,6,7-tetrahydro-1h-pyrazolo[4,3-c]pyridin-3-yl}phenyl)ethynyl]phenyl}-n-[(4-chlorophenyl)methyl]methanamine	CS(=O)(=O)N1CCC2=C(C1)C(=NN2CCCN3CCN(CC3)C4CC4)C5=CC(=C(C=C5)Cl)C#CC6=CC=C(C=C6)CNCC7=CC=C(C=C7)Cl	5.9	69099012	PUBCHEMANNOTATIONBIO;PUBCHEM:(69099012)	16777218.0	753.253	31.0	0.512	8.394044221093231e+17	8.394035928786244e+17	8.394035928786244e+17	
24	DOXGAJNACWJRHA	isdb	C=C(C)[C@@H]1CCc2cc(O)cc(C=O)c2C1																																													41.0	Terpenoids	0.5	Sesquiterpenoids	0.5	Noreudesmane sesquiterpenoids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104401930	DOXGAJNACWJRHA-SNVBAGLBSA-N	InChI=1S/C14H16O2/c1-9(2)10-3-4-11-5-13(16)6-12(8-15)14(11)7-10/h5-6,8,10,16H,1,3-4,7H2,2H3/t10-/m1/s1	C=C(C)[C@@H]1CCc2cc(O)cc(C=O)c2C1	C14H16O2	pos_1_minus1proton2sodium	216.115029752	Liguhodgsonal	Terpenoids	Sesquiterpenoids	Noreudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q181095	Nicotiana tabacum	222787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']	['Nicotiana tabacum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']		8.0	3.0	9.5	1.0																									
24	JKMHFZQWWAIEOD	sirius	C1CN(CCN1CCO)CCS(=O)(=O)O																																																																																												1.0	1.0	0.738	0.745	-15.875	1.0	1.0	51.322	C8H18N2O4S	[M + Na]+	C8H18N2NaO4S+	InChI=1S/C8H18N2O4S/c11-7-5-9-1-3-10(4-2-9)6-8-15(12,13)14/h11H,1-8H2,(H,12,13,14)	Hepes	C1CN(CCN1CCO)CCS(=O)(=O)O	-4.0	4099749;87826964;3275884;90874349;23830;23831;3725082;71309498;24941255	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0062295);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(23831);SUPERNATURAL:(SN0167890);MESH:(23831);PUBCHEM:(4099749 87826964 3275884 90874349 23830 23831 3725082 71309498 24941255);COCONUT:(CNP0212794);NORMAN:(NS00004939);METACYC:(HEPES);CHEBI:(46757 46758 46755 42334);DSSTox:(DTXSID00635730 DTXSID4044458 DTXSID5040382 DTXSID90859665);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	137563998318.0	261.088	31.0	0.519	8.394037250495377e+17	8.394035929457332e+17	8.39403592941539e+17	
25	HIPVRKVLPDDNQM	sirius	C1=CC(=CC=C1C(=O)O)NC2=NC=NC3=C2NC=N3																																																																																												1.0	2.0	0.062	0.062	-129.113	0.097	0.247	14.657	C12H9N5O2	[M + Na]+	C12H9N5NaO2+	InChI=1S/C12H9N5O2/c18-12(19)7-1-3-8(4-2-7)17-11-9-10(14-5-13-9)15-6-16-11/h1-6H,(H,18,19)(H2,13,14,15,16,17)	4-[(9H-purin-6-yl)amino]benzoic acid	C1=CC(=CC=C1C(=O)O)NC2=NC=NC3=C2NC=N3	1.5	4294777	COCONUT:(CNP0202475);SUPERNATURAL:(SN0126666);PUBCHEM:(4294777);PUBMED:(null)	3145794.0	278.065	31.0	0.522	8.394042438597907e+17	8.39403593008648e+17	8.39403593008648e+17	
