feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:BB	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:IAA	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:Pt	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:QC	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:wt	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:Pt_1	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:Pt_2	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:wt_1	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:wt_2	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_1A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_1B	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_2A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_2B	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_1A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_1B	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_2A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_2B	gnps_mn_ATTRIBUTE_time_point:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_time_point:GNPSGROUP:0m	gnps_mn_ATTRIBUTE_time_point:GNPSGROUP:20m	gnps_mn_ATTRIBUTE_plant_extract:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_plant_extract:GNPSGROUP:A	gnps_mn_ATTRIBUTE_plant_extract:GNPSGROUP:B	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:Pt_0m	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:Pt_20m	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:wt_0m	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:wt_20m	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
337	sirius	1.0	canopus	canopus	canopus	1.0	C31H53N7O7	[M - H2O + H]+	C31H52N7O6+	Amino acids and Peptides	0.988	Oligopeptides	0.988	Cyclic peptides	0.688	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.99	Peptides	0.711	Peptides	0.711	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	618.396	189.0	3.156	8.394038138807045e+17	8.394036062500668e+17	8.394036062500668e+17																																																																																															1.0	1.0	0.118	0.118	-287.335	0.452	0.325	35.396	C31H53N7O7	[M - H2O + H]+	C31H52N7O6+	VOZOCVWRAGCDEL	InChI=1S/C31H53N7O7/c1-9-20(7)26(37-28(41)22-11-13-38(45)14-12-22)31(44)35-24(17-39)29(42)34-23(15-18(3)4)16-33-21(8)27(40)36-25(19(5)6)30(43)32-10-2/h11-14,18-21,23-26,33,39H,9-10,15-17H2,1-8H3,(H,32,43)(H,34,42)(H,35,44)(H,36,40)(H,37,41)	N-[(2S,3S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-(ethylamino)-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-4-methylpentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]-1-oxidopyridin-1-ium-4-carboxamide	CCC(C)C(C(=O)NC(CO)C(=O)NC(CC(C)C)CNC(C)C(=O)NC(C(C)C)C(=O)NCC)NC(=O)C1=CC=[N+](C=C1)[O-]	1.0	58596921	PUBCHEM:(58596921)	2.0	618.396	189.0	3.156	8.394038138807045e+17	8.394036062500668e+17	8.394036062500668e+17		618.3958041314472	3.1559217	0	0.0	0.0	37056.075	592256.0766666667	0.0	0	74112.15	0.0	0.0	0.0	0	148224.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	37056.075	0.0	0	37056.075	0.0	0	74112.15	0.0	0.0	0.0	-1		
338	sirius	1.0	canopus	canopus	canopus	1.0	C25H24N8O7S2	[M + K]+	C25H24KN8O7S2+	Amino acids and Peptides	0.98	Oligopeptides	0.74	Cyclamides	0.55	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.956	Amino acids, peptides, and analogues	0.882	Amino acids and derivatives	0.879	N-acyl-alpha amino acids and derivatives	0.72	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazoles; Lactams; Beta lactams; Cephems; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Aminothiazoles; Benzenoids; Amines; 2,4-disubstituted thiazoles; Organic oxides; 2-amino-1,3-thiazoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	651.081	190.0	3.17	8.394045006602486e+17	8.394036062836212e+17	8.394036062836212e+17																																																																																															1.0	1.0	0.075	0.075	-265.141	0.125	0.414	43.694	C25H24N8O7S2	[M + K]+	C25H24KN8O7S2+	PWAUCHMQEXVFJR	InChI=1S/C25H24N8O7S2/c1-11-7-16(35)15(8-26-11)20(36)27-17(12-3-5-14(34)6-4-12)21(37)28-18-22(38)33-19(24(39)40)13(9-41-23(18)33)10-42-25-29-30-31-32(25)2/h3-8,17-18,23,34H,9-10H2,1-2H3,(H,26,35)(H,27,36)(H,28,37)(H,39,40)	7-[(1-hydroxy-2-{[hydroxy(6-methyl-4-oxo-1,4-dihydropyridin-3-yl)methylidene]amino}-2-(4-hydroxyphenyl)ethylidene)amino]-3-{[(1-methyl-1H-1,2,3,4-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC1=CC(=O)C(=CN1)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O	0.3	51371319;124349235;124349236;70600026;636405;54211168;45480555;2642;13014506;53130;107654;93535500;93535501	PUBCHEMANNOTATIONBIO;COCONUT:(CNP0261493);NORMAN:(NS00011570);HMDB:(HMDB0014574);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(101815896 23663969 636405 66618701);CHEBI:(59213 59214 31377);SUPERNATURAL:(SN0296638);MESH:(636405);PUBCHEM:(51371319 124349235 124349236 70600026 636405 54211168 45480555 2642 13014506 53130 107654 93535500 93535501);DSSTox:(DTXSID20996355 DTXSID6046630);PUBCHEMANNOTATIONDRUG;PUBMED	137563996270.0	651.081	190.0	3.17	8.394045006602486e+17	8.394036062836212e+17	8.394036062836212e+17		651.0808759277464	3.1547794	0	0.0	0.0	334811.58875	887710.3666666667	177137.1875	0	348736.47250000003	320886.705	142105.5575	212168.8175	0	365417.12	332055.825	315455.6	326317.81	156219.625	127991.49	134852.1	289485.53500000003	0	216156.095	295792.68125	0	242986.11125	268962.665	0	350504.84	319118.3375	81807.35	272467.025	-1		
339																																																																																																																																																									702.4473810162983	3.1630836	0	0.0	0.0	72347.6025	604752.535	0.0	0	144695.205	0.0	0.0	0.0	0	155274.33	134116.08	0.0	0.0	0.0	0.0	0.0	0.0	0	72347.6025	0.0	0	38818.5825	33529.02	0	144695.205	0.0	0.0	0.0	-1		
340																																																																																																																																																									650.7465963607698	3.1607313	0	0.0	0.0	249344.8325	748574.61	74551.48000000001	0	291676.53	207013.135	73157.695	75945.265	0	308629.405	274723.655	138149.08	275877.18999999994	146315.39	0.0	0.0	151890.53	0	153392.22625	170504.08625	0	148273.46875	175622.84375	0	230839.1875	267850.4775	75945.265	73157.695	-1		
341	sirius	1.0	canopus	canopus	canopus	1.0	C31H22Cl2N4O4	[M + K]+	C31H22Cl2KN4O4+	Alkaloids	0.957	Tryptophan alkaloids	0.785	Carbazole alkaloids	0.676	Benzenoids	0.998	Benzene and substituted derivatives	0.905	Halobenzenes	0.778	Chlorobenzenes	0.773	Chlorobenzenes	0.773	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	623.067	190.0	3.159	8.3940441712649e+17	8.394036063968675e+17	8.394036063968675e+17																																																																																															1.0	1.0	0.039	0.039	-354.408	0.681	0.738	74.206	C31H22Cl2N4O4	[M + K]+	C31H22Cl2KN4O4+	SIEHQRUVSSLCHZ	InChI=1S/C31H22Cl2N4O4/c1-41-27-14-11-19(30(39)34-21-8-3-2-4-9-21)16-26(27)36-37-28-22-10-6-5-7-18(22)15-23(29(28)38)31(40)35-25-17-20(32)12-13-24(25)33/h2-17,38H,1H3,(H,34,39)(H,35,40)	2-Naphthalenecarboxamide, N-(2,5-dichlorophenyl)-3-hydroxy-4-[[2-methoxy-5-[(phenylamino)carbonyl]phenyl]azo]-	COC1=C(C=C(C=C1)C(=O)NC2=CC=CC=C2)N=NC3=C(C(=CC4=CC=CC=C43)C(=O)NC5=C(C=CC(=C5)Cl)Cl)O	8.0	136823022;109538	NORMAN:(NS00064230);PUBCHEM:(136823022 109538);DSSTox:(DTXSID8071140)	137439215618.0	623.067	190.0	3.159	8.3940441712649e+17	8.394036063968675e+17	8.394036063968675e+17		623.0672702950122	3.1652794	0	0.0	0.0	68754.61875	617961.4416666668	57497.6525	0	79061.085	58448.1525	57998.3475	56996.9575	0	158122.17	0.0	0.0	116896.305	115996.695	0.0	0.0	113993.915	0	68029.02125	58223.25	0	68529.71625	57722.55499999999	0	79061.085	58448.1525	56996.9575	57998.3475	-1		
342																																																																																																																																																									641.8939335270072	3.1677072	0	0.0	0.0	34838.98	549438.6916666667	0.0	0	69677.96	0.0	0.0	0.0	0	139355.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	34838.98	0.0	0	34838.98	0.0	0	69677.96	0.0	0.0	0.0	17		
343	sirius	1.0	canopus	canopus	canopus	3.0	C26H21Cl3F3N7O4	[M + H3N + H]+	C26H25Cl3F3N8O4+	Alkaloids	0.195	Proline alkaloids	0.028	Pyrrole alkaloids	0.028	Organic acids and derivatives	0.916	Carboxylic acids and derivatives	0.876	Amino acids, peptides, and analogues	0.542	Amino acids and derivatives	0.543	Amino acids and derivatives	0.543	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Benzoic acids and derivatives; Benzamides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Alkyl fluorides; Aryl chlorides; Aryl fluorides; Carboxylic acid derivatives; Chlorobenzenes; Fluorobenzenes; Organochlorides; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aryl halides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	675.101	187.0	3.125	8.394043677972805e+17	8.394036064765592e+17	8.394036064723649e+17																																																																																															1.0	3.0	-inf	-inf	-348.495	0.141	0.245	48.245	C26H21Cl3F3N7O4	[M + H3N + H]+	C26H25Cl3F3N8O4+	LOJOBKFGGNZQOP	InChI=1S/C26H21Cl3F3N7O4/c1-13-34-24(26(30,31)32)36-38(13)11-15-9-20(39(35-15)23-18(28)5-4-6-33-23)21(40)10-16-17(7-14(27)8-19(16)29)22(41)12-37(2)25(42)43-3/h4-9H,10-12H2,1-3H3	methyl N-[2-[3,5-dichloro-2-[2-[2-(3-chloropyridin-2-yl)-5-[[5-methyl-3-(trifluoromethyl)-1,2,4-triazol-1-yl]methyl]pyrazol-3-yl]-2-oxoethyl]phenyl]-2-oxoethyl]-N-methylcarbamate	CC1=NC(=NN1CC2=NN(C(=C2)C(=O)CC3=C(C=C(C=C3Cl)Cl)C(=O)CN(C)C(=O)OC)C4=C(C=CC=N4)Cl)C(F)(F)F	5.3	58477684	PUBCHEM:(58477684)	2.0	675.101	187.0	3.125	8.394043677972805e+17	8.394036064765592e+17	8.394036064723649e+17		675.1011253017085	3.1680005	0	0.0	0.0	30191.545	489149.7166666666	0.0	0	60383.09	0.0	0.0	0.0	0	120766.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	30191.545	0.0	0	30191.545	0.0	0	60383.09	0.0	0.0	0.0	-1		
344	sirius	1.0	canopus	canopus	canopus	2.0	C32H54N4O8	[M + H]+	C32H55N4O8+	Polyketides	0.783	Oligopeptides	0.988	Depsipeptides	0.83	Organic acids and derivatives	0.999	Peptidomimetics	0.835	Depsipeptides	0.611	Cyclic depsipeptides	0.555	Cyclic depsipeptides	0.555	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Alcohols and polyols; Macrolides and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	623.402	190.0	3.174	8.394038492302991e+17	8.39403606514308e+17	8.39403606514308e+17																																																																																															1.0	2.0	0.028	0.028	-676.402	0.265	0.332	26.842	C32H54N4O8	[M + H]+	C32H55N4O8+	AXPHQIGKSIKRLY	InChI=1S/C32H54N4O8/c1-3-19(15-37)31(41)43-24-13-21-28(40)27-23(39)12-20(16-38)42-30(27)22(10-18-7-9-35-26(34)11-18)29(21)44-32(24,2)8-6-17-4-5-25(33)36-14-17/h3,17-18,20-22,24-30,35-38,40H,4-16,33-34H2,1-2H3	[2-[2-(6-Aminopiperidin-1-ium-3-yl)ethyl]-10-[(2-aminopiperidin-4-yl)methyl]-5-hydroxy-8-(hydroxymethyl)-2-methyl-6-oxo-3,4,4a,5,5a,7,8,9a,10,10a-decahydropyrano[3,2-g]chromen-3-yl] 2-(hydroxymethyl)but-2-enoate	CC=C(CO)C(=O)OC1CC2C(C3C(C(C2OC1(C)CCC4CCC(NC4)N)CC5CCNC(C5)N)OC(CC3=O)CO)O	-1.0	163122107;163122108;163122109;163122110	COCONUT:(CNP0440234);SUPERNATURAL:(SN0037382);PUBCHEM:(163122107 163122108 163122109 163122110)	3145730.0	623.402	190.0	3.174	8.394038492302991e+17	8.39403606514308e+17	8.39403606514308e+17		623.4016624130879	3.173831	0	0.0	0.0	260641.315	663885.1366666667	30820.19	0	268101.085	253181.545	0.0	61640.38	0	296454.04	239748.13	249461.1	256901.99	0.0	0.0	0.0	123280.76	0	164905.31625	126556.18875	0	136478.785	154982.72	0	268170.2525	253112.3775	61640.38	0.0	-1		
345	sirius	1.0	canopus	canopus	canopus	2.0	C39H58N6O6	[M + H]+	C39H59N6O6+	Amino acids and Peptides	0.993	Oligopeptides	0.982	Cyclic peptides	0.341	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.994	Peptides	0.666	Peptides	0.666	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Phenol ethers; Benzenoids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	707.452	191.0	3.177	8.394037913866518e+17	8.39403606556251e+17	8.39403606556251e+17																																																																																															1.0	2.0	0.499	0.499	-354.551	0.233	0.333	35.906	C39H58N6O6	[M + H]+	C39H59N6O6+	KHRZCHZNRVIOKR	InChI=1S/C39H58N6O6/c1-25(2)21-31(42-28(6)46)38(50)45(10)34(22-26(3)4)39(51)44(9)33(24-30-19-15-12-16-20-30)36(48)41-27(5)37(49)43(8)32(35(47)40-7)23-29-17-13-11-14-18-29/h11-20,25-27,31-34H,21-24H2,1-10H3,(H,40,47)(H,41,48)(H,42,46)	Ac-Leu-N(Me)Leu-N(Me)Phe-Ala-N(Me)Phe-NHMe	CC(C)CC(C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC1=CC=CC=C1)C(=O)NC(C)C(=O)N(C)C(CC2=CC=CC=C2)C(=O)NC)NC(=O)C	4.6	117752846	PUBCHEM:(117752846)	2.0	707.452	191.0	3.177	8.394037913866518e+17	8.39403606556251e+17	8.39403606556251e+17		707.4521450595583	3.1768863	0	0.0	0.0	168408.91875	691412.2466666667	58174.99375	0	151587.39750000002	185230.44	56977.6675	59372.32	0	161008.625	142166.17	240660.745	129800.135	113955.335	0.0	0.0	118744.64	0	167926.71875	58657.193750000006	0	128906.17625	97677.73625	0	276481.1175	60336.72	59372.32	56977.6675	-1		
346																																																																																																																																																									688.1037411941024	3.1866949	0	0.0	0.0	309537.32375	899718.8433333334	108518.01375	0	326414.515	292660.1325	69117.57	147918.45750000002	0	352765.05	300063.98	290437.815	294882.44999999995	138235.14	0.0	130886.085	164950.83	0	200569.22875	217486.10875	0	228081.0225	189974.315	0	318663.0425	300411.605	82475.415	134560.61250000002	-1		
347																																																																																																																																																									739.8037221871407	3.1872158	0	0.0	0.0	38457.0275	649279.245	32054.4875	0	76914.055	0.0	0.0	64108.975	0	153828.11	0.0	0.0	0.0	0.0	0.0	0.0	128217.95	0	70511.515	0.0	0	38457.0275	32054.4875	0	76914.055	0.0	64108.975	0.0	-1		
348																																																																																																																																																									655.7528295876377	3.1897087	0	0.0	0.0	193529.58375	688854.4249999999	29207.475	0	213474.7025	173584.465	0.0	58414.95	0	287985.03	138964.375	219679.655	127489.275	0.0	0.0	0.0	116829.9	0	163740.29499999998	58996.76375	0	126916.17125	95820.8875	0	269065.64	117993.5275	58414.95	0.0	-1		
349	sirius	1.0	canopus	canopus	canopus	2.0	C35H56N6O7	[M - H2O + H]+	C35H55N6O6+	Amino acids and Peptides	0.966	Oligopeptides	0.983	Cyclic peptides	0.651	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.987	Peptides	0.717	Peptides	0.717	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	655.417	192.0	3.199	8.394039536978317e+17	8.394036067114403e+17	8.394036067114403e+17																																																																																															1.0	2.0	0.065	0.065	-407.012	0.129	0.07	75.258	C35H56N6O7	[M - H2O + H]+	C35H55N6O6+	LGEXLQQDCZMCOX	InChI=1S/C35H56N6O7/c1-17(2)15-24-30(43)38-26(18(3)4)32(45)37-25(16-22-11-13-23(42)14-12-22)31(44)39-28(20(7)8)34(47)41-29(21(9)10)35(48)40-27(19(5)6)33(46)36-24/h11-14,17-21,24-29,42H,15-16H2,1-10H3,(H,36,46)(H,37,45)(H,38,43)(H,39,44)(H,40,48)(H,41,47)	Nocardiamide B	CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)C)C(C)C)C(C)C)CC2=CC=C(C=C2)O)C(C)C	4.9	71665771;78144699	COCONUT:(CNP0352092);SUPERNATURAL:(SN0204619);MESH:(71665771);PUBCHEM:(71665771 78144699);LOTUS:(Q77572085);PUBMED:(null)	271581254.0	655.417	192.0	3.199	8.394039536978317e+17	8.394036067114403e+17	8.394036067114403e+17		655.4172370605695	3.1992228	0	0.0	0.0	69608.5975	594532.9700000001	0.0	0	79501.3825	59715.8125	0.0	0.0	0	159002.765	0.0	119431.625	0.0	0.0	0.0	0.0	0.0	0	39750.69125	29857.90625	0	69608.5975	0.0	0	79501.3825	59715.8125	0.0	0.0	-1		
