feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:BB	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:IAA	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:Pt	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:QC	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:wt	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:Pt_1	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:Pt_2	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:wt_1	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:wt_2	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_1A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_1B	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_2A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_2B	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_1A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_1B	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_2A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_2B	gnps_mn_ATTRIBUTE_time_point:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_time_point:GNPSGROUP:0m	gnps_mn_ATTRIBUTE_time_point:GNPSGROUP:20m	gnps_mn_ATTRIBUTE_plant_extract:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_plant_extract:GNPSGROUP:A	gnps_mn_ATTRIBUTE_plant_extract:GNPSGROUP:B	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:Pt_0m	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:Pt_20m	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:wt_0m	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:wt_20m	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
481																																																																																																																																																									869.5493373427823	3.5345125	0	0.0	0.0	0.0	234573.0783333333	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
482																																																																																																																																																									936.590183280626	3.5411909	0	0.0	0.0	0.0	117402.91333333332	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
483																																																																																																																																																									891.564186880171	3.545768	0	0.0	0.0	0.0	336759.5233333333	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
484																																																																																																																																																									915.5780016215472	3.5386696	0	0.0	0.0	0.0	180015.3633333333	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
485																																																																																																																																																									826.5211518509161	3.5645447	0	0.0	0.0	0.0	269566.11833333335	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
486																																																																																																																																																									908.5727349636256	3.5716696	0	0.0	0.0	0.0	224821.11	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
487	sirius	1.0	canopus	canopus	canopus	6.0	C46H73NO9Si	[M - H2O + H]+	C46H72NO8Si+	Polyketides	0.578	Linear polyketides	0.684	Open-chain polyketides	0.684	Lipids and lipid-like molecules	0.799	Fatty Acyls	0.628	Fatty amides	0.557	N-acyl amines	0.519	N-acyl amines	0.519	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	794.502	213.0	3.548	8.394043777545583e+17	8.394036120927328e+17	8.394036120885385e+17																																																																																															1.0	6.0	-inf	-inf	-622.033	0.012	0.005	34.889	C46H73NO9Si	[M - H2O + H]+	C46H72NO8Si+	JQOFONHHFFMQEO	InChI=1S/C46H73NO9Si/c1-7-8-9-10-11-12-13-14-21-30-37(54-40(49)31-22-28-35-24-17-15-18-25-35)33-39(48)47-42-44(56-41(50)32-23-29-36-26-19-16-20-27-36)43(51)38(55-45(42)52)34-53-57(5,6)46(2,3)4/h15-20,24-27,37-38,42-45,51-52H,7-14,21-23,28-34H2,1-6H3,(H,47,48)	[(2R,3S,4R,5R)-2-[[tert-butyl(dimethyl)silyl]oxymethyl]-3,6-dihydroxy-5-[[(3R)-3-(4-phenylbutanoyloxy)tetradecanoyl]amino]oxan-4-yl] 4-phenylbutanoate	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1O)CO[Si](C)(C)C(C)(C)C)O)OC(=O)CCCC2=CC=CC=C2)OC(=O)CCCC3=CC=CC=C3	10.94	53969385	PUBCHEM:(53969385)	2.0	794.502	213.0	3.548	8.394043777545583e+17	8.394036120927328e+17	8.394036120885385e+17		794.5018163348675	3.5646095	0	0.0	0.0	0.0	327549.12833333336	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
488																																																																																																																																																									821.5167386994437	3.5763354	0	0.0	0.0	0.0	305186.78	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
489	sirius	1.0	canopus	canopus	canopus	6.0	C47H84N2O16	[M + H]+	C47H85N2O16+	Polyketides	0.92	Macrolides	0.97	Erythromycins	0.682	Organic acids and derivatives	0.916	Carboxylic acids and derivatives	0.897	Amino acids, peptides, and analogues	0.535	Amino acids and derivatives	0.527	Amino acids and derivatives	0.527	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Trialkylamines; Polyols; Amines; Alkanolamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	933.588	216.0	3.606	8.394043920864951e+17	8.39403612164036e+17	8.39403612164036e+17																																																																																															1.0	6.0	0.145	0.145	-389.821	0.081	0.001	69.302	C47H84N2O16	[M + H]+	C47H85N2O16+	YQHODAJDQQTHDA	InChI=1S/C47H84N2O16/c1-17-32-47(12,57)41(54)24(4)37(51)23(3)21-46(11,65-35-20-31(49(15)16)39(53)28(8)59-35)42(64-34-19-30(48(13)14)38(52)27(7)58-34)25(5)40(26(6)44(55)61-32)63-36-22-45(10,56)43(29(9)60-36)62-33(50)18-2/h23-32,34-36,38-43,52-54,56-57H,17-22H2,1-16H3	4'-Propionylmegalomicin A	CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC(=O)CC)(C)O)C)OC3CC(C(C(O3)C)O)N(C)C)(C)OC4CC(C(C(O4)C)O)N(C)C)C)C)O)(C)O	3.565	3039503	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(3039503)	67108866.0	933.588	216.0	3.606	8.394043920864951e+17	8.39403612164036e+17	8.39403612164036e+17		933.5877879619932	3.6087089	0	0.0	0.0	0.0	279298.585	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
490	sirius	1.0	canopus	canopus	canopus	2.0	C39H70N6O12	[M - H2O + H]+	C39H69N6O11+	Amino acids and Peptides	0.681	Oligopeptides	0.999	Cyclic peptides	0.667	Organic acids and derivatives	0.999	Peptidomimetics	0.404	Depsipeptides	0.419	Cyclic depsipeptides	0.505	Cyclic depsipeptides	0.505	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic depsipeptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	797.502	215.0	3.578	8.394042370734068e+17	8.394036121975904e+17	8.394036121975904e+17																																																																																															1.0	2.0	0.048	0.048	-514.783	0.34	0.031	3.247	C39H70N6O12	[M - H2O + H]+	C39H69N6O11+	NCNMAQIABHEEEJ	InChI=1S/C39H70N6O12/c1-19(2)14-25(41)27(46)17-30(49)45(31(50)18-28(47)26(42)15-20(3)4)39(13-12-32(51)52,38(56)57-37(55)24(11)40)35(53)33(22(7)8)44-36(54)34(23(9)10)43-29(48)16-21(5)6/h19-28,33-34,46-47H,12-18,40-42H2,1-11H3,(H,43,48)(H,44,54)(H,51,52)	Pepstatyl, glutamic acid	CC(C)CC(C(CC(=O)N(C(=O)CC(C(CC(C)C)N)O)C(CCC(=O)O)(C(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)CC(C)C)C(=O)OC(=O)C(C)N)O)N	-1.0	194360	MESH:(194360);PUBCHEM:(194360);PUBMED:(null)	70.0	797.502	215.0	3.578	8.394042370734068e+17	8.394036121975904e+17	8.394036121975904e+17		797.5020292379845	3.577528	0	0.0	0.0	0.0	228579.8	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
491																																																																																																																																																									877.5510385133617	3.5805845	0	0.0	0.0	30701.45875	219440.93333333332	0.0	0	61402.9175	0.0	0.0	0.0	0	122805.835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	30701.45875	0.0	0	30701.45875	0.0	0	61402.9175	0.0	0.0	0.0	-1		
492																																																																																																																																																									863.5458839075909	3.5964017	0	0.0	0.0	0.0	298206.42	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
493	isdb & sirius	1.0	canopus & isdb	canopus & isdb	canopus & isdb	4.0	C15H15N3O6S	[M + H3N + H]+	C15H19N4O6S+	Amino acids and Peptides	0.904	β-lactams	0.371	Cyclamides	0.161	Benzenoids	0.613	Benzene and substituted derivatives	0.743					Benzene and substituted derivatives	0.743	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	383.101	217.0	3.61	8.394040274672536e+17	8.394036123024481e+17	8.394036122982538e+17																																															43.0	Terpenoids	0.2222222222222222	Monoterpenoids	0.2222222222222222	Iridoids monoterpenoids	0.2222222222222222	2.0	0.5418684	ISDB	http://www.wikidata.org/entity/Q105348714	YIAVDJDCASKRQD-FBKQDDLQSA-N	InChI=1S/C15H23ClO9/c1-4-3-23-14(7-6(4)10(19)8(16)11(7)20)25-15-13(22)12(21)9(18)5(2-17)24-15/h3,5-15,17-22H,2H2,1H3/t5-,6-,7+,8-,9-,10+,11-,12-,13+,14+,15-/m1/s1	CC1=CO[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H]2[C@@H](O)[C@H](Cl)[C@@H](O)[C@H]12	C15H23ClO9		382.103059996	(2R,3S,4R,5S,6R)-2-[[(1S,4aS,5S,6R,7R,7aS)-6-chloro-5,7-dihydroxy-4-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-1-yl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol	YIAVDJDCASKRQD	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	http://www.wikidata.org/entity/Q184598	Mentzelia decapetala	918770.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Cornales']	['Loasaceae']	['Unknown']	['Mentzelia']	['Mentzelia decapetala']											0.0	3.0	3.667473554611206	1.0	1.0	4.0	0.013	0.014	-350.684	0.145	0.211	51.513	C15H15N3O6S	[M + H3N + H]+	C15H19N4O6S+	DFIBXICROCGKSF	InChI=1S/C15H15N3O6S/c1-23-14(19)10-2-4-11(5-3-10)17-15(20)18-12-6-8-13(9-7-12)24-25(16,21)22/h2-9H,1H3,(H2,16,21,22)(H2,17,18,20)	4-Ureidophenyl sulfamate ring derivative 3ae	COC(=O)C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)OS(=O)(=O)N	1.2	132274444	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(132274444)	16777218.0	383.101	217.0	3.61	8.394040274672536e+17	8.394036123024481e+17	8.394036122982538e+17		383.10134162383065	3.610715	0	357169.97	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	43		
494	sirius	1.0	canopus	canopus	canopus	3.0	C17H14Cl2N2O4	[M + H3N + H]+	C17H18Cl2N3O4+	Alkaloids	0.809	Proline alkaloids	0.485	Pyrrole alkaloids	0.485	Benzenoids	0.995	Benzene and substituted derivatives	0.952	Nitrobenzenes	0.511			Nitrobenzenes	0.511	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Nitrobenzenes; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dichlorobenzenes; Aryl halides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Methoxybenzenes; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	398.066	217.0	3.61	8.39404234275806e+17	8.394036123360026e+17	8.394036123360026e+17																																																																																															1.0	3.0	0.03	0.03	-252.173	0.142	0.323	80.666	C17H14Cl2N2O4	[M + H3N + H]+	C17H18Cl2N3O4+	NZIDGOHDVVZTSG	InChI=1S/C17H14Cl2N2O4/c18-12-6-2-1-5-11(12)17(24)20-9-16(23)25-10-15(22)21-14-8-4-3-7-13(14)19/h1-8H,9-10H2,(H,20,24)(H,21,22)	2-[[(2-Chlorophenyl)-oxomethyl]amino]acetic acid [2-(2-chloroanilino)-2-oxoethyl] ester	C1=CC=C(C(=C1)C(=O)NCC(=O)OCC(=O)NC2=CC=CC=C2Cl)Cl	3.3	44142118	CHEBI:(92808);PUBCHEM:(44142118);PUBMED:(null)	98.0	398.066	217.0	3.61	8.39404234275806e+17	8.394036123360026e+17	8.394036123360026e+17		398.0657919373289	3.610715	0	420992.03	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	48		
495																																																																																																																																																									853.5382200677893	3.5893707	0	0.0	0.0	0.0	301760.9766666666	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
496	sirius	1.0	canopus	canopus	canopus	1.0	C5H11NO2	[M + Na]+	C5H11NNaO2+	Amino acids and Peptides	0.992	Small peptides	0.994	Aminoacids	0.993	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.941	Amino acids and derivatives	0.941	Alpha amino acids and derivatives	0.768	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	140.068	217.0	3.613	8.394038755369745e+17	8.394036124073057e+17	8.394036124031114e+17																																																																																															1.0	1.0	0.084	0.084	-102.259	1.0	0.857	9.248	C5H11NO2	[M + Na]+	C5H11NNaO2+	KWIUHFFTVRNATP	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3/p+1	(carboxymethyl)trimethylazanium	C[N+](C)(C)CC(=O)O	-0.1	157471029;16213878;51038295;51038296;51038297;51038298;124202881;124202882;12718901;71776458;11073713;45038329;247;248;12314391;117065540;117065541	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000043);MiMeDB:(MMDBc0000012 MMDBc0056399);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(11545 521862 248 23617112 247 5702209);SUPERNATURAL:(SN0197222);HSDB:(107-43-7);MESH:(247 248);FooDB:(FDB009020);PUBCHEM:(157471029 16213878 51038295 51038296 51038297 51038298 124202881 124202882 12718901 71776458 11073713 45038329 247 248 12314391 117065540 117065541);COCONUT:(CNP0143060 CNP0334080 CNP0422425);NORMAN:(NS00002774 NS00068580 NS00079917 NS00080457 NS00082964);METACYC:(BETAINE);PLANTCYC:(BETAINE);CHEBI:(91242 17750 41139);KEGG:(C00719);DSSTox:(DTXSID0044446 DTXSID20747142 DTXSID40584152 DTXSID40859190 DTXSID60974793 DTXSID7049421 DTXSID8022666);LOTUS:(Q10860583);YMDB:(YMDB01516);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(KWIUHFFTVRNATP-UHFFFAOYSA-N)	139577461630.0	140.068	217.0	3.613	8.394038755369745e+17	8.394036124073057e+17	8.394036124031114e+17		140.06821704567267	3.6130133	0	1676257.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	-1		
497	gnps & isdb & sirius	1.0	canopus & gnps|isdb	canopus & gnps	canopus & gnps	2.0	C9H10O	[M + H]+	C9H11O+	Shikimates and Phenylpropanoids	0.462	Sesquiterpenoids	0.318	Simple phenolic acids	0.216	Organic oxygen compounds	1.0	Organooxygen compounds	0.998	Carbonyl compounds	0.961	Aldehydes	0.943	Benzaldehydes	0.897	Organic compounds; Aldehydes; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	135.081	217.0	3.615	8.394040282222284e+17	8.394036124450545e+17	8.394036124450545e+17		CCMSLIB00003138450	spectra_filtered.mgf	GNPS-NIST14-MATCHES.mgf	0.852248	1462320.0	0.0	270.129	6.0	0.036499	135.081	1.0	temp/spectra_filtered.mgf497	1.0	Spectral Match to .alpha.-Pinene oxide from NIST14	ESI	qTof	Isolated	Data from Gabriel Haddad	Data deposited by mjmeehan	M+H-H2O	135.117	152.12	1.0	1686142		CC1(C2CC1C3(C(C2)O3)C)C	InChI=1S/C10H16O/c1-9(2)6-4-7(9)10(3)8(5-6)11-10/h6-8H,4-5H2,1-3H3		3.0	Positive	GNPS-NIST14-MATCHES	135.117	UPDATE-SINGLE-ANNOTATED-BRONZE	Bronze		C10H16O	NQFUSWIGRKFAHK-UHFFFAOYSA-N	NQFUSWIGRKFAHK	Lipids and lipid-like molecules	Prenol lipids	Monoterpenoids	Monoterpenoids	Pinane monoterpenoids	Terpenoids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003138450	31.0	Terpenoids	0.8	Phenylpropanoids (C6-C3)	0.8	Cinnamic acids and derivatives	0.8	1.0	0.54889685	ISDB	http://www.wikidata.org/entity/Q27265131	SMUVABOERCFKRW-UHFFFAOYSA-N	InChI=1S/C9H10O/c1-7-3-4-8(2)9(5-7)6-10/h3-6H,1-2H3	Cc1ccc(C)c(C=O)c1	C9H10O		134.07316494	2,5-Dimethylbenzaldehyde	SMUVABOERCFKRW	Terpenoids			http://www.wikidata.org/entity/Q101815	Camellia sinensis	1058509.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ericales']	['Theaceae']	['Unknown']	['Camellia']	['Camellia sinensis']											0.0	1.0	2.695587396621704	1.0	1.0	2.0	0.545	0.636	-28.654	0.061	0.5	75.323	C9H10O	[M + H]+	C9H11O+	POQJHLBMLVTHAU	InChI=1S/C9H10O/c1-7-3-4-9(6-10)5-8(7)2/h3-6H,1-2H3	3,4-dimethylbenzaldehyde	CC1=C(C=C(C=C1)C=O)C	2.543	163207679;58478991;22278	COCONUT:(CNP0080124);NORMAN:(NS00001758);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);CHEBI:(167406);SUPERNATURAL:(SN0291089);MESH:(22278);LotusExpanded;PUBCHEM:(163207679 58478991 22278);DSSTox:(DTXSID2041626);PUBMED:(null)	146099404902.0	135.081	217.0	3.615	8.394040282222284e+17	8.394036124450545e+17	8.394036124450545e+17		135.08050534883674	3.6153347	0	1484318.8	1367098.5	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	31	497.0	Spectral Match to .alpha.-Pinene oxide from NIST14
