CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
745	764	7	0.9229	18.011
745	771	7	0.9058	-116.063
745	786	7	0.9587	0.000
745	810	7	0.9597	0.000
745	916	7	0.9223	-17.966
745	1123	7	0.8844	-116.063
721	786	7	0.9458	0.000
762	786	7	0.9807	0.000
764	786	7	0.9317	-18.011
771	786	7	0.9219	116.063
786	810	7	0.9869	-0.000
786	822	7	0.9445	-0.000
786	916	7	0.9393	-17.966
721	771	7	0.896	-116.063
733	771	7	0.836	-24.999
762	771	7	0.9156	-116.063
764	771	7	0.895	-134.073
771	810	7	0.9149	116.063
771	845	7	0.8858	116.063
771	1123	7	0.9516	0.000
721	1123	7	0.8808	-116.063
762	1123	7	0.9048	-116.063
810	1123	7	0.9036	-116.063
845	1123	7	0.8686	-116.063
721	810	7	0.944	0.000
762	810	7	0.9817	0.000
764	810	7	0.9302	-18.011
810	822	7	0.9406	-0.000
810	916	7	0.9336	-17.966
764	1313	7	0.8821	-273.267
822	845	7	0.911	0.000
721	762	7	0.9449	-0.000
721	764	7	0.9193	18.011
721	916	7	0.9208	-17.966
762	764	7	0.9393	18.011
762	916	7	0.9408	-17.966
764	916	7	0.8861	-35.977
594	595	8	0.9509	-1.008
358	760	9	0.8253	18.011
488	760	9	0.8004	18.010
540	760	9	0.8677	18.010
541	760	9	0.9201	0.000
543	760	9	0.7744	35.037
584	760	9	0.874	18.011
599	760	9	0.7352	63.068
622	760	9	0.8534	18.010
724	760	9	0.9784	-0.000
358	584	9	0.9162	0.000
488	584	9	0.9401	-0.000
539	584	9	0.8528	45.058
540	584	9	0.9887	-0.000
541	584	9	0.868	-18.010
543	584	9	0.8876	17.027
584	599	9	0.8526	-45.058
584	622	9	0.9748	0.000
584	724	9	0.8564	18.011
358	539	9	0.8057	-45.058
466	539	9	0.8522	0.000
488	539	9	0.85	-45.058
539	540	9	0.8628	45.058
539	541	9	0.7809	63.068
539	543	9	0.8236	28.031
539	599	9	0.934	0.000
539	618	9	0.7642	0.000
539	622	9	0.8558	45.058
358	724	9	0.8141	18.011
488	724	9	0.7933	18.011
540	724	9	0.8538	18.011
541	724	9	0.902	0.000
622	724	9	0.8416	18.011
466	543	9	0.7767	28.031
466	599	9	0.8381	0.000
358	488	9	0.8813	0.000
488	540	9	0.9465	0.000
488	541	9	0.8113	18.010
488	543	9	0.8808	-17.027
488	599	9	0.8548	-45.058
488	622	9	0.9589	0.000
358	540	9	0.9198	0.000
358	541	9	0.8251	18.010
358	543	9	0.8539	-17.027
358	599	9	0.8319	-45.058
358	622	9	0.9239	0.000
540	541	9	0.8615	18.010
540	543	9	0.9008	-17.027
540	599	9	0.8654	-45.058
540	622	9	0.9794	0.000
541	622	9	0.8562	-18.010
543	622	9	0.8935	17.027
599	622	9	0.8567	45.058
541	543	9	0.7625	-35.037
541	599	9	0.7744	-63.068
543	599	9	0.8658	-28.031
636	757	10	0.7905	4.031
636	802	10	0.8123	18.011
757	802	10	0.8272	13.979
626	757	10	0.7987	-13.979
