"feature_id_full","feature_id","feature_mz","feature_rt","sirius_molecularformula"
"678_140.07_6.7",678,140.068184898505,6.7091064,"C5H11NO2"
"679_781.25_6.7",679,781.24976842407,6.668681,"C39H42N4O10S"
"68_376.26_0.5",68,376.25915551679,0.5249083,"C21H33N3O3"
"680_257.15_6.7",680,257.147253340621,6.717319,"C10H22N2O4"
"681_627.2_6.7",681,627.202195023393,6.684787,"C26H32N6O11"
"683_750.45_6.7",683,750.453143772481,6.6926594,"C37H65N3O11"
"686_257.15_6.7",686,257.147230684473,6.7333293,"C10H22N2O4"
"687_605.22_6.7",687,605.220353240897,6.745613,"C26H32N6O11"
"688_140.07_6.7",688,140.068180492256,6.7271137,"C5H11NO2"
"69_393.29_0.5",69,393.285771947492,0.525421,"C21H33N3O3"
"690_183.09_6.8",690,183.086337777715,6.7560463,"C6H14O6"
"691_367.12_6.8",691,367.1211165921,6.757423,NA
"692_258.11_6.8",692,258.110210966361,6.785213,"C8H20NO6P"
"695_365.11_6.9",695,365.106361294218,6.8684006,"C12H22O11"
"696_360.15_6.9",696,360.150619098756,6.8736157,NA
"697_627.2_6.9",697,627.20245983262,6.888576,"C26H32N6O11"
"698_545.36_6.9",698,545.357629111907,6.879472,NA
"700_605.22_6.9",700,605.220544657533,6.8890276,"C28H38O13"
"702_367.12_6.9",702,367.121277322505,6.894228,NA
"703_383.1_6.9",703,383.095028348714,6.894228,"C12H24O11"
"704_362.17_6.9",704,362.16654144412,6.894748,"C13H20N4O7"
"705_484.2_6.9",705,484.200458918303,6.8942304,"C18H31N5O9"
"706_345.14_6.9",706,345.139344637141,6.8936133,"C12H24O11"
"707_183.09_6.9",707,183.086364287374,6.8952804,"C6H14O6"
"708_711.25_6.9",708,711.253677345421,6.894291,"C34H38N4O13"
"712_475.81_6.9",712,475.807718481685,6.941087,NA
"713_383.1_6.9",713,383.095035940094,6.92589,"C12H24O11"
"715_365.11_7",715,365.1059422992,6.9993205,"C10H24N2O8S2"
"719_531.34_7.1",719,531.342230587882,7.1369305,"C28H48N2O6"
"720_162.08_7.1",720,162.076030091045,7.1406417,"C6H8O4"
"722_531.34_7.2",722,531.342269067001,7.2293215,"C31H39N5O2"
"725_439.14_7.2",725,439.142326362756,7.213807,"C15H28O13"
"726_195.08_7.3",726,195.079834515668,7.320234,"C6H14N2O3S"
"727_531.34_7.3",727,531.342267310376,7.345587,"C30H52O5"
"733_507.19_7.8",733,507.192451103822,7.7674503,"C18H34O16"
"734_524.22_7.8",734,524.219136133224,7.7674503,"C18H34O16"
"735_529.17_7.8",735,529.174415753012,7.7654862,"C18H34O16"
"75_421.32_0.5",75,421.31652217325,0.5290175,"C23H42N4O4"
"750_175.12_8.7",750,175.118907410554,8.689165,"C6H11N3O2"
"758_213.09_9",758,213.090412457023,9.045698,"C6H16N2O4S"
"788_151.04_11.3",788,151.035185320834,11.348377,"C3H3NO5"
"92_320.26_0.6",92,320.255540392995,0.5514936,NA
