"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","Pt_vs_wt_p_value","Pt_vs_wt_p_value_minus_log10","Pt_vs_wt_fold_change","Pt_vs_wt_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","Pt","Pt.pval","wt","wt.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
185,"185_283.17_1.2","NA_[185_283.17_1.2]",283.165107010919,1.2106836,0.0078365938262268,2.10587266230439,0.816221386870613,-0.292967581880251,"2-cyclohexa-1,4-dien-1-yl-2-[[(E)-4-ethoxy-4-oxobut-2-en-2-yl]amino]acetic acid",NA,NA,0.028,0.028,-245.57,173.574,1,"InChI=1S/C14H19NO4/c1-3-19-12(16)9-10(2)15-13(14(17)18)11-7-5-4-6-8-11/h4-5,8-9,13,15H,3,6-7H2,1-2H3,(H,17,18)","VJKNZMGRRRECHM","C14H19NO4","[M + H3N + H]+","CCOC(=O)C=C(C)NC(C1=CCC=CC1)C(=O)O","Fatty acids","Piperidine alkaloids","Fatty amides","250.131742436","InChI=1S/C13H18N2O3/c14-7-1-2-8-15-13(18)6-4-10-3-5-11(16)12(17)9-10/h3-6,9,16-17H,1-2,7-8,14H2,(H,15,18)","KTZNZCYTXQYEHT-UHFFFAOYSA-N","KTZNZCYTXQYEHT","NCCCCNC(=O)C=Cc1ccc(O)c(O)c1","C13H18N2O3","N-(4-aminobutyl)-3-(3,4-dihydroxyphenyl)prop-2-enamide","http://www.wikidata.org/entity/Q105146022","Alkaloids","Ornithine alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Nicotiana tabacum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Nicotianeae']","['Nicotiana']","['Nicotiana tabacum']","nan","222787.0","http://www.wikidata.org/entity/Q181095",8,1.34406227991274,0.127744510978044,1.34406227991274,0.119760479041916,1.34406227991274,0.13373253493014,0.0379444444444444,0.710578842315369
210,"210_394.23_1.6","NA_[210_394.23_1.6]",394.233537433486,1.5713011,0.0101423706269627,1.99386052331844,0.817258657144528,-0.291135340480225,"Unk-Ala(tBu)-Ala((S)-2-oxopyrrolidin-3-yl)-MeOH",NA,NA,0.143,0.143,-379.182,38.81,0.975,"InChI=1S/C20H33N3O6/c1-20(2,3)10-14(23-19(28)16-5-4-8-29-16)18(27)22-13(15(25)11-24)9-12-6-7-21-17(12)26/h12-14,16,24H,4-11H2,1-3H3,(H,21,26)(H,22,27)(H,23,28)","PFJSVGDZMGOTSD","C20H33N3O6","[M - H2O + H]+","CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2CCCO2","Amino acids and Peptides","Tripeptides","Small peptides","311.1732729","InChI=1S/C16H25NO5/c1-5-9(3)16(20)21-10-7-11-14(19)15(22-13(18)6-2)12(8-10)17(11)4/h5,10-12,14-15,19H,6-8H2,1-4H3/b9-5+","HGOLJZZEGFBRMR-WEVVVXLNSA-N","HGOLJZZEGFBRMR","C/C=C(\C)C(=O)OC1CC2C(O)C(OC(=O)CC)C(C1)N2C","C16H25NO5","6-Hydroxy-8-methyl-7-(propanoyloxy)-8-azabicyclo[3.2.1]oct-3-yl (2E)-2-methylbut-2-enoate","http://www.wikidata.org/entity/Q105027884","Alkaloids","Ornithine alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Datura stramonium","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Datureae']","['Datura']","['Datura stramonium']","nan","822825.0","http://www.wikidata.org/entity/Q30959",6,1.34406227991274,0.103792415169661,0,0.473053892215569,1.34406227991274,0.0958083832335329,0.0398636363636364,0.67065868263473
216,"216_343.3_1.8","lauramidopropyl betaine_[216_343.3_1.8]",343.295390138933,1.8271214,0.00138994246699786,2.8570031758484,0.656278598885119,-0.607619707018217,"2-[Dimethyl-[3-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosadeuteriododecanoylamino)propyl]azaniumyl]acetate","lauramidopropyl betaine","CHEBI:63555",0.339,0.339,-242.036,36.819,0.081,"InChI=1S/C19H38N2O3/c1-4-5-6-7-8-9-10-11-12-14-18(22)20-15-13-16-21(2,3)17-19(23)24/h4-17H2,1-3H3,(H-,20,22,23,24)/p+1","MRUAUOIMASANKQ","C19H38N2O3","[M + H]+","CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O","Fatty acids","N-acyl ethanolamines (endocannabinoids)","Fatty amides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34406227991274,0.0978043912175649,1.73727046020804,0.0439121756487026,1.607706883878,0.06187624750499,0.0643762626262626,0.11377245508982
217,"217_408.25_1.9","NA_[217_408.25_1.9]",408.249235064229,1.8913196,0.00710878081774376,2.14820487599709,0.807010315925415,-0.30934097945207,"2-((3-Aziridin-1-ylpropionyl)methyl)-2-ethylpropane-1,3-diyl bis(aziridine-1-propionate)",NA,NA,0.034,0.034,-343.828,56.267,0.968,"InChI=1S/C21H35N3O6/c1-2-21(15-28-18(25)3-6-22-9-10-22,16-29-19(26)4-7-23-11-12-23)17-30-20(27)5-8-24-13-14-24/h2-17H2,1H3","KDRBAEZRIDZKRP","C21H35N3O6","[M - H2O + H]+","CCC(COC(=O)CCN1CC1)(COC(=O)CCN2CC2)COC(=O)CCN3CC3","Amino acids and Peptides","Tripeptides","Oligopeptides","325.188922964","InChI=1S/C17H27NO5/c1-6-10(4)17(21)22-11-7-12-14(19)15(13(8-11)18(12)5)23-16(20)9(2)3/h6,9,11-15,19H,7-8H2,1-5H3/b10-6+","RZKWUOOSGIFSGP-UXBLZVDNSA-N","RZKWUOOSGIFSGP","C/C=C(\C)C(=O)OC1CC2C(O)C(OC(=O)C(C)C)C(C1)N2C","C17H27NO5","6-Hydroxy-8-methyl-7-[(2-methylpropanoyl)oxy]-8-azabicyclo[3.2.1]oct-3-yl (2E)-2-methylbut-2-enoate","http://www.wikidata.org/entity/Q105248426","Alkaloids","Ornithine alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Datura stramonium","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Datureae']","['Datura']","['Datura stramonium']","nan","822825.0","http://www.wikidata.org/entity/Q30959",6,0,0.493013972055888,0,0.463073852295409,0,0.42315369261477,0.0261944444444444,0.844311377245509
221,"221_954.62_1.8","NA_[221_954.62_1.8]",954.615005850797,1.8498733,0.0475942239075948,1.32244575058352,1.22566415897548,0.293563724089833,"[2-[[2-[(3-amino-3-methylbutanoyl)oxymethyl]-2-[[(E)-3-(aziridin-1-yl)but-2-enoyl]oxymethyl]-3-[3-(aziridin-1-yl)-3-methylbutanoyl]oxypropoxy]methyl]-3-[3-(aziridin-1-yl)-3-methylbutanoyl]oxy-2-[[3-(aziridin-1-yl)-3-methylbutanoyl]oxymethyl]propyl] 3-amino-3-methylbutanoate",NA,NA,0.248,0.248,-359.63,159.663,0.017,"InChI=1S/C47H80N6O13/c1-34(50-12-13-50)20-35(54)61-28-46(29-62-36(55)21-41(2,3)48,31-64-38(57)23-43(6,7)51-14-15-51)26-60-27-47(30-63-37(56)22-42(4,5)49,32-65-39(58)24-44(8,9)52-16-17-52)33-66-40(59)25-45(10,11)53-18-19-53/h20H,12-19,21-33,48-49H2,1-11H3","WTIBHCJUTADODS","C47H80N6O13","[M + H3N + H]+","CC(=CC(=O)OCC(COCC(COC(=O)CC(C)(C)N)(COC(=O)CC(C)(C)N1CC1)COC(=O)CC(C)(C)N2CC2)(COC(=O)CC(C)(C)N)COC(=O)CC(C)(C)N3CC3)N4CC4","Fatty acids","Glycosyldiacylglycerols","Glycerolipids","936.5810219880002","InChI=1S/C51H84O15/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-42(53)61-36-39(64-43(54)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2)37-62-50-49(60)47(58)45(56)41(66-50)38-63-51-48(59)46(57)44(55)40(35-52)65-51/h5-8,11-14,17-20,39-41,44-52,55-60H,3-4,9-10,15-16,21-38H2,1-2H3/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-/t39-,40-,41-,44+,45+,46+,47+,48-,49-,50-,51+/m1/s1","KDYAPQVYJXUQNY-OPHDRXFHSA-N","KDYAPQVYJXUQNY","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","C51H84O15","1-18:3-2-18:3-Digalactosyldiacylglycerol","http://www.wikidata.org/entity/Q42403316","Fatty acids","Glycerolipids","Fatty acids","Glycerolipids","Glycosyldiacylglycerols","Lycium barbarum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Lycieae']","['Lycium']","['Lycium barbarum']","nan","40038.0","http://www.wikidata.org/entity/Q196332",6,0,0.431137724550898,0,0.437125748502994,0,0.399201596806387,0,1
222,"222_155.12_1.9","NA_[222_155.12_1.9]",155.117842261347,1.8672887,0.0157909662440483,1.80159129484165,0.819663528810202,-0.286896288737904,"1-[4-(2-hydroxyethyl)-1-piperazinyl]Ethanone",NA,NA,0.391,0.249,-95.851,36.082,0.991,"InChI=1S/C8H16N2O2/c1-8(12)10-4-2-9(3-5-10)6-7-11/h11H,2-7H2,1H3","MRGOMLFEVPNISR","C8H16N2O2","[M - H2O + H]+","CC(=O)N1CCN(CC1)CCO","Fatty acids","Aminoacids","Fatty amides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34770277152741,0.0219560878243513,2.31961691213862,0.0219560878243513,2.52191196217649,0.0139720558882236,0.113146825396825,0.111776447105788
226,"226_408.25_1.9","NA_[226_408.25_1.9]",408.249183309363,1.9205407,0.00349447193957609,2.45661844253776,0.792600289619073,-0.335334600415273,"2-((3-Aziridin-1-ylpropionyl)methyl)-2-ethylpropane-1,3-diyl bis(aziridine-1-propionate)",NA,NA,0.015,0.015,-343.349,52.205,0.956,"InChI=1S/C21H35N3O6/c1-2-21(15-28-18(25)3-6-22-9-10-22,16-29-19(26)4-7-23-11-12-23)17-30-20(27)5-8-24-13-14-24/h2-17H2,1H3","KDRBAEZRIDZKRP","C21H35N3O6","[M - H2O + H]+","CCC(COC(=O)CCN1CC1)(COC(=O)CCN2CC2)COC(=O)CCN3CC3","Amino acids and Peptides","Tripeptides","Small peptides","325.188922964","InChI=1S/C17H27NO5/c1-6-10(4)17(21)22-11-7-12-14(19)15(13(8-11)18(12)5)23-16(20)9(2)3/h6,9,11-15,19H,7-8H2,1-5H3/b10-6+","RZKWUOOSGIFSGP-UXBLZVDNSA-N","RZKWUOOSGIFSGP","C/C=C(\C)C(=O)OC1CC2C(O)C(OC(=O)C(C)C)C(C1)N2C","C17H27NO5","6-Hydroxy-8-methyl-7-[(2-methylpropanoyl)oxy]-8-azabicyclo[3.2.1]oct-3-yl (2E)-2-methylbut-2-enoate","http://www.wikidata.org/entity/Q105248426","Alkaloids","Ornithine alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Datura stramonium","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Datureae']","['Datura']","['Datura stramonium']","nan","822825.0","http://www.wikidata.org/entity/Q30959",6,2.62610555643789,0.0139720558882236,2.4450620767117,0.0119760479041916,2.8113951804775,0.0119760479041916,0.15925,0.031936127744511
228,"228_285.18_2","Collacyclumin B_[228_285.18_2]",285.180637093893,2.0058987,0.00830666022257762,2.08057355364666,0.803653576154992,-0.315354349287253,"Collacyclumin B","Collacyclumin B","CHEBI:215221",0.048,0.048,-259.978,61.692,0.157,"InChI=1S/C14H24N2O4/c1-9(17)7-13(3,4)15-11(19)12(20)16-14(5,6)8-10(2)18/h7-8H2,1-6H3,(H,15,19)(H,16,20)","YLSPVSWMAHXPCB","C14H24N2O4","[M + H]+","CC(=O)CC(C)(C)NC(=O)C(=O)NC(C)(C)CC(=O)C","Amino acids and Peptides","N-acyl amines","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95821719375528,0.0399201596806387,1.71351027480322,0.0658682634730539,2.07398160453047,0.0459081836327345,0.0952380952380952,0.189620758483034
230,"230_394.23_2.1","NA_[230_394.23_2.1]",394.233500760459,2.1378696,0.0135074208181855,1.86942756965779,0.815613658957938,-0.294042158736046,"6-[4-(7-carboxylato-6-hydroxyheptyl)cyclohexyl]-3-hydroxy-2-methylpiperidin-1-ium",NA,NA,0.027,0.027,-286.609,23.899,0.019,"InChI=1S/C20H37NO4/c1-14-19(23)12-11-18(21-14)16-9-7-15(8-10-16)5-3-2-4-6-17(22)13-20(24)25/h14-19,21-23H,2-13H2,1H3,(H,24,25)","LCYHJMKSXUPWHT","C20H37NO4","[M + K]+","CC1C(CCC(N1)C2CCC(CC2)CCCCCC(CC(=O)O)O)O","Fatty acids","Aminoacids","Fatty amides","311.1732729","InChI=1S/C16H25NO5/c1-5-9(3)16(20)21-10-7-11-14(19)15(22-13(18)6-2)12(8-10)17(11)4/h5,10-12,14-15,19H,6-8H2,1-4H3/b9-5+","HGOLJZZEGFBRMR-WEVVVXLNSA-N","HGOLJZZEGFBRMR","C/C=C(\C)C(=O)OC1CC2C(O)C(OC(=O)CC)C(C1)N2C","C16H25NO5","6-Hydroxy-8-methyl-7-(propanoyloxy)-8-azabicyclo[3.2.1]oct-3-yl (2E)-2-methylbut-2-enoate","http://www.wikidata.org/entity/Q105027884","Alkaloids","Ornithine alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Datura stramonium","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Datureae']","['Datura']","['Datura stramonium']","nan","822825.0","http://www.wikidata.org/entity/Q30959",6,0,0.479041916167665,1.00100150250438,0.235528942115768,1.00100150250438,0.215568862275449,0.0226833333333333,0.902195608782435
239,"239_394.23_2.2","NA_[239_394.23_2.2]",394.233507307402,2.1820676,0.00267749827397718,2.57227080045967,0.793330910169173,-0.334005333774815,"Unk-Ala(tBu)-Ala((S)-2-oxopyrrolidin-3-yl)-MeOH",NA,NA,0.297,0.297,-276.257,133.345,0.025,"InChI=1S/C20H33N3O6/c1-20(2,3)10-14(23-19(28)16-5-4-8-29-16)18(27)22-13(15(25)11-24)9-12-6-7-21-17(12)26/h12-14,16,24H,4-11H2,1-3H3,(H,21,26)(H,22,27)(H,23,28)","PFJSVGDZMGOTSD","C20H33N3O6","[M - H2O + H]+","CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2CCCO2","Amino acids and Peptides","Cyclic peptides","Oligopeptides","311.1732729","InChI=1S/C16H25NO5/c1-5-9(3)16(20)21-10-7-11-14(19)15(22-13(18)6-2)12(8-10)17(11)4/h5,10-12,14-15,19H,6-8H2,1-4H3/b9-5+","HGOLJZZEGFBRMR-WEVVVXLNSA-N","HGOLJZZEGFBRMR","C/C=C(\C)C(=O)OC1CC2C(O)C(OC(=O)CC)C(C1)N2C","C16H25NO5","6-Hydroxy-8-methyl-7-(propanoyloxy)-8-azabicyclo[3.2.1]oct-3-yl (2E)-2-methylbut-2-enoate","http://www.wikidata.org/entity/Q105027884","Alkaloids","Ornithine alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Datura stramonium","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Datureae']","['Datura']","['Datura stramonium']","nan","822825.0","http://www.wikidata.org/entity/Q30959",6,4.15367440800317,0.00199600798403194,3.84707251251861,0.00199600798403194,4.23802017445456,0.00199600798403194,0.3536,0.00199600798403194
244,"244_374.14_2.2","Proacaciberin_[244_374.14_2.2]",374.144538125465,2.2429333,0.00968941290935704,2.01370253646326,1.28114943926539,0.357438768195238,"Proacaciberin","Proacaciberin","CHEBI:8422",0.342,0.342,-148.64,44.776,0.488,"InChI=1S/C16H25NO10/c1-6(2)8(3-17)26-16-14(23)12(21)11(20)9(27-16)5-25-15-13(22)10(19)7(18)4-24-15/h7-16,18-23H,1,4-5H2,2H3","BHUCUDQLYLLDIA","C16H25NO10","[M - H2O + H]+","CC(=C)C(C#N)OC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O","Amino acids and Peptides","Cyanogenic glycosides","Amino acid glycosides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02024072834408,0.0698602794411178,1.95407605715998,0.0818363273453094,2.09837239829475,0.0758483033932136,0.068696176046176,0.740518962075848
246,"246_352.22_2.3","NA_[246_352.22_2.3]",352.222910531946,2.339721,0.00297388135904781,2.52667636134824,0.75570360081393,-0.40410759785292,"cyclobutyl N-[(2S)-1-[[(2S)-1-hydroxy-3-[(3S)-2-oxopyrrolidin-3-yl]propan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]carbamate",NA,NA,0.07,0.07,-395.076,27.656,0.733,"InChI=1S/C18H31N3O5/c1-11(2)8-15(21-18(25)26-14-4-3-5-14)17(24)20-13(10-22)9-12-6-7-19-16(12)23/h11-15,22H,3-10H2,1-2H3,(H,19,23)(H,20,24)(H,21,25)","GCQNXXAARPLCPY","C18H31N3O5","[M - H2O + H]+","CC(C)CC(C(=O)NC(CC1CCNC1=O)CO)NC(=O)OC2CCC2","Amino acids and Peptides","Tripeptides","Small peptides","155.094628656|155.094628656","InChI=1S/C8H13NO2/c1-9-5-2-4(10)3-6(9)8-7(5)11-8/h4-8,10H,2-3H2,1H3/t4?,5-,6+,7-,8+|InChI=1S/C8H13NO2/c1-9-5-2-4-3-6(9)8(11-4)7(5)10/h4-8,10H,2-3H2,1H3/t4-,5-,6+,7-,8-/m0/s1","FIMXSEMBHGTNKT-UPGAHCIJSA-N|MEGPURSNXMUDAE-RLMOJYMMSA-N","FIMXSEMBHGTNKT|MEGPURSNXMUDAE","CN1[C@@H]2CC(O)C[C@H]1[C@@H]1O[C@@H]12|CN1[C@@H]2C[C@@H]3C[C@H]1[C@H](O)[C@H]2O3","C8H13NO2|C8H13NO2","Scopine|Oscine","http://www.wikidata.org/entity/Q76120007|http://www.wikidata.org/entity/Q105162226","Alkaloids|Alkaloids","Ornithine alkaloids|Ornithine alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Cyphanthera myosotidea|Datura stramonium","['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']","['Solanales']|['Solanales']","['Solanaceae']|['Solanaceae']","['Anthocercideae']|['Datureae']","['Anthocercis']|['Datura']","['Anthocercis myosotidea']|['Datura stramonium']","nan|nan","994196.0|822825.0","http://www.wikidata.org/entity/Q1148161|http://www.wikidata.org/entity/Q30959",NA,2.23486110692435,0.029940119760479,1.67131567616219,0.0698602794411178,2.14670207287649,0.0499001996007984,0.122882323232323,0.0998003992015968
256,"256_461.28_2.6","N-[(2S,4aR,12aR)-2-[2-(cyclopropylmethylamino)-2-oxoethyl]-5-methyl-6-oxo-2,3,4,4a,12,12a-hexahydropyrano[2,3-c][1,5]benzoxazocin-8-yl]butanamide_[256_461.28_2.6]",461.275873923599,2.6267776,5.78881467335979e-05,4.23741035397881,0.671711802588493,-0.574085716286411,"N-[(2S,4aS,12aS)-2-[2-(cyclopropylmethylamino)-2-oxoethyl]-5-methyl-6-oxo-2,3,4,4a,12,12a-hexahydropyrano[2,3-c][1,5]benzoxazocin-8-yl]butanamide","N-[(2S,4aR,12aR)-2-[2-(cyclopropylmethylamino)-2-oxoethyl]-5-methyl-6-oxo-2,3,4,4a,12,12a-hexahydropyrano[2,3-c][1,5]benzoxazocin-8-yl]butanamide","CHEBI:128613",0.061,0.061,-388.757,56.817,0.13,"InChI=1S/C24H33N3O5/c1-3-4-22(28)26-16-7-10-20-18(11-16)24(30)27(2)19-9-8-17(32-21(19)14-31-20)12-23(29)25-13-15-5-6-15/h7,10-11,15,17,19,21H,3-6,8-9,12-14H2,1-2H3,(H,25,29)(H,26,28)","KICHFZXSYRHWSE","C24H33N3O5","[M + H3N + H]+","CCCC(=O)NC1=CC2=C(C=C1)OCC3C(CCC(O3)CC(=O)NCC4CC4)N(C2=O)C","Amino acids and Peptides","Dipeptides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95760347184731,0.00399201596806387,2.91926865503251,0.00998003992015968,2.96074650225754,0.00998003992015968,0.259428571428571,0.00598802395209581
257,"257_266.19_2.7","NA_[257_266.19_2.7]",266.186446027015,2.7070138,0.00653459397896322,2.18478139173666,0.803150016584662,-0.316258607806433,"1,6-Bis(morpholino)-2,4-hexadiyne",NA,NA,0.027,0.027,-162.737,78.363,0.278,"InChI=1S/C14H20N2O2/c1(3-5-15-7-11-17-12-8-15)2-4-6-16-9-13-18-14-10-16/h5-14H2","ZNXWKPCOJLBLFJ","C14H20N2O2","[M + H3N + H]+","C1COCCN1CC#CC#CCN2CCOCC2","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34385729572806,0.0179640718562874,2.20808884294841,0.029940119760479,2.51968606667292,0.0259481037924152,0.15115,0.0399201596806387
258,"258_269.11_2.7","NA_[258_269.11_2.7]",269.107227123604,2.718683,0.0122857813450452,1.91059721825993,0.754702451591714,-0.406020134190159,"2-(1,4-Benzodiazepin-1-yl)ethanesulfonamide",NA,NA,0.05,0.05,-134.49,16.487,0.105,"InChI=1S/C11H13N3O2S/c12-17(15,16)8-7-14-6-5-13-9-10-3-1-2-4-11(10)14/h1-6,9H,7-8H2,(H2,12,15,16)","OFDWFBAIHJSKLR","C11H13N3O2S","[M + H3N + H]+","C1=CC=C2C(=C1)C=NC=CN2CCS(=O)(=O)N","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids","230.151809184","InChI=1S/C12H22O4/c1-3-5-9-15-11(13)7-8-12(14)16-10-6-4-2/h3-10H2,1-2H3","YUXIBTJKHLUKBD-UHFFFAOYSA-N","YUXIBTJKHLUKBD","CCCCOC(=O)CCC(=O)OCCCC","C12H22O4","Dibutyl succinate","http://www.wikidata.org/entity/Q27155847","Fatty acids","Fatty esters","Fatty acids","Nucleosides","Purine nucleos(t)ides","Nicotiana tabacum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Nicotianeae']","['Nicotiana']","['Nicotiana tabacum']","nan","222787.0","http://www.wikidata.org/entity/Q181095",8,1.28959193642382,0.125748502994012,-1.00100150250438,0.692614770459082,0.683449068417327,0.239520958083832,0.070234126984127,0.457085828343313
260,"260_268.1_2.7","adenosine_[260_268.1_2.7]",268.10395886519,2.7189028,0.0123700460652296,1.90762868308408,0.775293318489186,-0.367185863119348,"Myocol","adenosine","CHEBI:16335",0.975,0.947,-7.511,45.466,0.083,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","OIRDTQYFTABQOQ","C10H13N5O4","[M + H]+","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N","Carbohydrates","Purine nucleosides","Nucleosides","267.096753896","InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","OIRDTQYFTABQOQ-UHFFFAOYSA-N","OIRDTQYFTABQOQ","Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O","C10H13N5O4","2-(6-Aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol","http://www.wikidata.org/entity/Q27165666","Carbohydrates","Nucleosides","Fatty acids","Nucleosides","Purine nucleos(t)ides","Nicotiana undulata","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Nicotianeae']","['Nicotiana']","['Nicotiana undulata']","nan","210478.0","http://www.wikidata.org/entity/Q15531484",8,0,0.419161676646707,0,0.427145708582834,0,0.375249500998004,0,1
261,"261_435.17_2.7","NA_[261_435.17_2.7]",435.165782271787,2.7197948,0.0276227031927235,1.55873382306956,0.721229143710879,-0.471470399950646,"5-[[9-[3,4-Dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-yl]amino]pentane-1-sulfonic acid",NA,NA,0.254,0.254,-212.995,31.506,0.031,"InChI=1S/C15H23N5O7S/c21-6-9-11(22)12(23)15(27-9)20-8-19-10-13(17-7-18-14(10)20)16-4-2-1-3-5-28(24,25)26/h7-9,11-12,15,21-23H,1-6H2,(H,16,17,18)(H,24,25,26)","WOUMMLCAIIQWOQ","C15H23N5O7S","[M + H3N + H]+","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)NCCCCCS(=O)(=O)O","Carbohydrates","Purine nucleosides","Nucleosides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.702594810379242,0,0.662674650698603,0,0.612774451097804,0,1
