"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","Pt_vs_wt_p_value","Pt_vs_wt_p_value_minus_log10","Pt_vs_wt_fold_change","Pt_vs_wt_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","Pt","Pt.pval","wt","wt.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
401,"401_1054.72_4.2","NA_[401_1054.72_4.2]",1054.71775565825,4.183921,0.0470718167218615,1.32723903991193,1.15799175021663,0.211624975292647,"H-Lys-Leu-Leu-Glu-Pro-Val-Leu-Leu-Leu-OH",NA,NA,-Inf,-Inf,-494.325,20.817,0.012,"InChI=1S/C51H92N10O12/c1-27(2)22-35(55-43(64)33(53)16-13-14-20-52)45(66)56-36(23-28(3)4)44(65)54-34(18-19-41(62)63)50(71)61-21-15-17-40(61)48(69)60-42(32(11)12)49(70)58-38(25-30(7)8)46(67)57-37(24-29(5)6)47(68)59-39(51(72)73)26-31(9)10/h27-40,42H,13-26,52-53H2,1-12H3,(H,54,65)(H,55,64)(H,56,66)(H,57,67)(H,58,70)(H,59,68)(H,60,69)(H,62,63)(H,72,73)","QDULYVSUVVQINY","C51H92N10O12","[M + H3N + H]+","CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCCCN)N","Amino acids and Peptides","Lipopeptides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.429141716566866,0,0.425149700598802,0,0.365269461077844,0.00342857142857143,0.998003992015968
441,"441_205.07_4.8","NA_[441_205.07_4.8]",205.068365378501,4.846052,0.03892556741668,1.40976504801772,1.22227370983387,0.289567391214721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784947734032832,0.251497005988024,1.40275209380409,0.13373253493014,1.00100150250438,0.181636726546906,0.0663214285714286,0.600798403193613
445,"445_147.07_4.9","NA_[445_147.07_4.9]",147.065228120414,4.870326,0.0256545787173812,1.59083511264839,0.833940029503878,-0.261984454920268,"2-(1,2-dihydroxyethyl)oxolane-3,4-diol",NA,NA,0.671,0.446,-23.846,125.323,0.778,"InChI=1S/C6H12O5/c7-1-3(8)6-5(10)4(9)2-11-6/h3-10H,1-2H2","JNYAEWCLZODPBN","C6H12O5","[M - H2O + H]+","C1C(C(C(O1)C(CO)O)O)O","Carbohydrates","Monosaccharides","Saccharides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.44311377245509,0,0.455089820359281,0,0.391217564870259,0.02245,0.930139720558882
446,"446_165.08_4.9","D-altritol_[446_165.08_4.9]",165.075812947974,4.8707967,0.0266259760711664,1.57469446263108,0.839105861928371,-0.253075261761407,"G-Ol","D-altritol","CHEBI:134311",0.909,0.849,-5.098,153.985,0.348,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA","C6H14O6","[M - H2O + H]+","C(C(C(C(C(CO)O)O)O)O)O","Fatty acids","Fatty alcohols","Fatty acyls","164.068473484","InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h2-6,8-11H,1H3","PNNNRSAQSRJVSB-UHFFFAOYSA-N","PNNNRSAQSRJVSB","CC(O)C(O)C(O)C(O)C=O","C6H12O5","L-(-)-Fucose","http://www.wikidata.org/entity/Q104195097","Carbohydrates","Saccharides","Carbohydrates","Saccharides","Monosaccharides","Solanum lycopersicum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum lycopersicum']","nan","378964.0","http://www.wikidata.org/entity/Q23501",6,0,0.461077844311377,0,0.455089820359281,0,0.393213572854291,0.0185555555555556,0.956087824351297
447,"447_200.11_4.9","D-altritol_[447_200.11_4.9]",200.112966573059,4.8707967,0.044507904117133,1.35156285621838,0.846332561861737,-0.240703420818944,"G-Ol","D-altritol","CHEBI:134311",0.683,0.683,-17.995,60.822,1,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA","C6H14O6","[M + H3N + H]+","C(C(C(C(C(CO)O)O)O)O)O","Fatty acids","Fatty alcohols","Fatty acyls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.453093812375249,0,0.467065868263473,0,0.395209580838323,0,1
448,"448_129.05_4.9","5,6-Dihydro-4-methoxy-2H-pyran-2-one_[448_129.05_4.9]",129.05477878273,4.871246,0.0323391413178074,1.49027151584238,0.840688157881227,-0.250357343763558,"4-methoxy-5,6-dihydro-2H-pyran-2-one","5,6-Dihydro-4-methoxy-2H-pyran-2-one","CHEBI:173478",0.038,0.038,-66.732,144.431,0.086,"InChI=1S/C6H8O3/c1-8-5-2-3-9-6(7)4-5/h4H,2-3H2,1H3","MEZHTUKDGVTUCD","C6H8O3","[M + H]+","COC1=CC(=O)OCC1","Polyketides","2-pyrone derivatives","Cyclic polyketides","128.047344116","InChI=1S/C6H8O3/c1-2-6(7)9-4-5-3-8-5/h2,5H,1,3-4H2","RPQRDASANLAFCM-UHFFFAOYSA-N","RPQRDASANLAFCM","C=CC(=O)OCC1CO1","C6H8O3","Glycidyl acrylate","http://www.wikidata.org/entity/Q26841212","nan","nan","Terpenoids","Monoterpenoids","Furans","Nicotiana tabacum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Nicotianeae']","['Nicotiana']","['Nicotiana tabacum']","nan","222787.0","http://www.wikidata.org/entity/Q181095",8,0,0.455089820359281,0,0.44311377245509,0,0.379241516966068,0,1
449,"449_183.09_4.9","D-altritol_[449_183.09_4.9]",183.086394402051,4.871246,0.0352610943543988,1.45270421317392,0.844334506386354,-0.24411341930051,"G-Ol","D-altritol","CHEBI:134311",0.826,0.826,-4.791,128.486,1,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA","C6H14O6","[M + H]+","C(C(C(C(C(CO)O)O)O)O)O","Fatty acids","Fatty alcohols","Fatty acyls","182.079038168|150.05282342|150.05282342","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C6H14O6|C5H10O5|C5H10O5","Mannitol|(2S,3R,4R)-2,3,4,5-tetrahydroxypentanal|beta-D-Arabinopyranose","http://www.wikidata.org/entity/Q407646|http://www.wikidata.org/entity/Q63398845|http://www.wikidata.org/entity/Q27120750","Carbohydrates|Carbohydrates|Carbohydrates","Saccharides|Saccharides|Saccharides","Carbohydrates","Saccharides","Monosaccharides","Nierembergia linariifolia|Solanum lycopersicum|Capsicum annuum","['Eukaryota']|['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']","['Solanales']|['Solanales']|['Solanales']","['Solanaceae']|['Solanaceae']|['Solanaceae']","['Unknown']|['Solaneae']|['Capsiceae']","['Nierembergia']|['Solanum']|['Capsicum']","['Nierembergia linariifolia']|['Solanum lycopersicum']|['Capsicum annuum']","nan|nan|nan","474441.0|378964.0|473836.0","http://www.wikidata.org/entity/Q2245583|http://www.wikidata.org/entity/Q23501|http://www.wikidata.org/entity/Q1380",NA,0,0.447105788423154,0,0.449101796407186,0,0.393213572854291,0.00333333333333333,0.998003992015968
450,"450_188.09_4.9","NA_[450_188.09_4.9]",188.091705458685,4.8711357,0.0245185623494228,1.61050499834681,0.813249279189388,-0.298230456330277,"Dimethyl hexa-2,4-dienedioate",NA,NA,0.043,0.033,-102.324,22.732,0.206,"InChI=1S/C8H10O4/c1-11-7(9)5-3-4-6-8(10)12-2/h3-6H,1-2H3","PXYBXMZVYNWQAM","C8H10O4","[M + H3N + H]+","COC(=O)C=CC=CC(=O)OC","Shikimates and Phenylpropanoids","Cinnamic acids and derivatives","Phenylpropanoids (C6-C3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.217564870259481,1.00100150250438,0.211576846307385,1.00100150250438,0.193612774451098,0.0330555555555556,0.898203592814371
451,"451_130.06_4.9","NA_[451_130.06_4.9]",130.058066526699,4.8707085,0.0392673372783937,1.40596854727828,0.843922873375054,-0.244816938708102,NA,NA,NA,0.031,0.031,-88.817,47.649,1,"InChI=1S/C2H9N3O2/c3-1-2-4-5(6)7/h4,6-7H,1-3H2","XHDURHWGKRQRTL","C2H9N3O2","[M + Na]+","C(CNN(O)O)N","Fatty acids","Aminoacids","Fatty acyls","129.042593084","InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m1/s1","ODHCTXKNWHHXJC-GSVOUGTGSA-N","ODHCTXKNWHHXJC","O=C1CC[C@H](C(=O)O)N1","C5H7NO3","D-Pyroglutamic acid","http://www.wikidata.org/entity/Q421383","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Aminoacids","Solanum lycopersicum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum lycopersicum']","nan","378964.0","http://www.wikidata.org/entity/Q23501",6,0,0.429141716566866,0,0.473053892215569,0,0.391217564870259,0,1
452,"452_166.08_4.9","NA_[452_166.08_4.9]",166.079068866774,4.868917,0.0157914374357654,1.80157833598236,0.813083276708355,-0.29852497291746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.411177644710579,1.00100150250438,0.221556886227545,1.00100150250438,0.19560878243513,0.0223833333333333,0.94810379241517
469,"469_305_5","NA_[469_305_5]",305.003458831461,4.965327,0.00970950032076869,2.01280311957878,0.796582620974718,-0.328104090087463,"2-[(3R)-1,1-dioxothiolan-3-yl]-N'-(2-sulfanylacetyl)acetohydrazide",NA,NA,0.032,0.032,-215.352,29.003,0.01,"InChI=1S/C8H14N2O4S2/c11-7(9-10-8(12)4-15)3-6-1-2-16(13,14)5-6/h6,15H,1-5H2,(H,9,11)(H,10,12)","FLBPAKMVVCXUSF","C8H14N2O4S2","[M + K]+","C1CS(=O)(=O)CC1CC(=O)NNC(=O)CS","Amino acids and Peptides","Aminoacids","Fatty Acids and Conjugates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.00100150250438,0.708582834331337,1.00100150250438,0.203592814371257,-0.372155736591365,0.469061876247505,0.08175,0.397205588822355
470,"470_259_5","NA_[470_259_5]",258.998176516778,4.965353,0.00717322919078395,2.14428529286418,0.772728176872823,-0.371967089332731,"5-chloro-N-methoxy-4-methylthiophene-2-sulfonamide",NA,NA,0.042,0.042,-126.41,11.244,0.01,"InChI=1S/C6H8ClNO3S2/c1-4-3-5(12-6(4)7)13(9,10)8-11-2/h3,8H,1-2H3","FGZVQHGVTJYDQR","C6H8ClNO3S2","[M + H3N + H]+","CC1=C(SC(=C1)S(=O)(=O)NOC)Cl","Fatty acids","Simple phenolic acids","Fatty acyls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.453093812375249,1.00100150250438,0.227544910179641,1.00100150250438,0.19560878243513,0.00355555555555556,0.996007984031936
511,"511_196.06_5.1","NA_[511_196.06_5.1]",196.063885888391,5.141709,0.0083350234017932,2.0790931764892,0.811417835367515,-0.30148308084025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3044201941057,0.0139720558882236,-0.228097643040962,0.508982035928144,2.3191287081521,0.0339321357285429,0.0980866522366522,0.143712574850299
520,"520_322.15_5.3","NA_[520_322.15_5.3]",322.152675502547,5.3421707,0.00573038212072245,2.24181641688289,0.80177763108898,-0.318725926796494,"2-amino-N-[4-[bis(2-methoxyethyl)amino]-2-fluorophenyl]acetamide",NA,NA,0.09,0.09,-241.441,25.669,0.999,"InChI=1S/C14H22FN3O3/c1-20-7-5-18(6-8-21-2)11-3-4-13(12(15)9-11)17-14(19)10-16/h3-4,9H,5-8,10,16H2,1-2H3,(H,17,19)","GHDWUUFSJRFYPM","C14H22FN3O3","[M + Na]+","COCCN(CCOC)C1=CC(=C(C=C1)NC(=O)CN)F","Amino acids and Peptides","Dipeptides","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25666672450987,0.0239520958083832,2.1417646843906,0.029940119760479,2.30276430813758,0.029940119760479,0.106336363636364,0.141716566866267
521,"521_293.06_5.4","NA_[521_293.06_5.4]",293.063221852893,5.3581815,0.00666829149638463,2.1759854237654,0.744002603054957,-0.426620425962782,"(beta-d-Galactopyranosyl)-sn-glycerol",NA,NA,0.082,0.07,-120.604,15.167,0.761,"InChI=1S/C9H18O8/c10-1-3(12)5(13)9-8(16)7(15)6(14)4(2-11)17-9/h3-16H,1-2H2","GKVQPWWCDQIXGN","C9H18O8","[M + K]+","C(C1C(C(C(C(O1)C(C(CO)O)O)O)O)O)O","Carbohydrates","Cyclitols","Phenolic acids (C6-C1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.277371435197549,0.508982035928144,0.447303065060821,0.291417165668663,0,0.391217564870259,0.0628055555555555,0.654690618762475
523,"523_433.22_5.4","NA_[523_433.22_5.4]",433.221262494597,5.4009314,0.00269081537800628,2.57011609898976,0.780357199031932,-0.357793443590526,"1-({3-[4-(4-fluorophenyl)piperazin-1-yl]-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl}methyl)-3-(propan-2-yl)urea",NA,NA,0.036,0.036,-527.851,36.883,0.997,"InChI=1S/C20H31FN4O4/c1-13(2)23-20(28)22-11-16-18(19(27)17(12-26)29-16)25-9-7-24(8-10-25)15-5-3-14(21)4-6-15/h3-6,13,16-19,26-27H,7-12H2,1-2H3,(H2,22,23,28)","YJTQBPSZBVAHBL","C20H31FN4O4","[M + Na]+","CC(C)NC(=O)NCC1C(C(C(O1)CO)O)N2CCN(CC2)C3=CC=C(C=C3)F","Amino acids and Peptides","Tripeptides","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60420113133121,0.0558882235528942,1.00100150250438,0.229540918163673,1.63263917927766,0.0738522954091816,0.0305714285714286,0.584830339321357
524,"524_534.37_5.4","NA_[524_534.37_5.4]",534.365309916223,5.405283,0.000146452664189313,3.83430272345529,0.715283715267159,-0.483412498560703,"3-{[(1R,2S,5S)-3-[(2S)-2-{[tert-butyl(methyl)carbamoyl]amino}-3,3-dimethylbutanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexan-2-yl]formamido}-4-cyclobutyl-2-oxobutanamide",NA,NA,0.061,0.061,-400.031,29.39,0.336,"InChI=1S/C28H47N5O5/c1-26(2,3)21(31-25(38)32(9)27(4,5)6)24(37)33-14-16-18(28(16,7)8)19(33)23(36)30-17(20(34)22(29)35)13-15-11-10-12-15/h15-19,21H,10-14H2,1-9H3,(H2,29,35)(H,30,36)(H,31,38)","MXQJWXDHKUABDI","C28H47N5O5","[M + H]+","CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)N(C)C(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C","Amino acids and Peptides","Tripeptides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8845683845142,0.00199600798403194,3.66221593574951,0.00399201596806387,3.92256405589111,0.00399201596806387,0.297886363636364,0.00199600798403194
528,"528_417.25_5.6","N-[6-[[(cyclohexylideneamino)oxy-oxomethyl]amino]hexyl]carbamic acid (cyclohexylideneamino) ester_[528_417.25_5.6]",417.247228667274,5.5817213,0.00460030819468402,2.33721307206473,0.807439238315449,-0.308574397160338,"1,6-Bis(cyclohexyloximinocarbonyl)hexane","N-[6-[[(cyclohexylideneamino)oxy-oxomethyl]amino]hexyl]carbamic acid (cyclohexylideneamino) ester","CHEBI:92984",0.176,0.176,-247.021,40.101,1,"InChI=1S/C20H34N4O4/c25-19(27-23-17-11-5-3-6-12-17)21-15-9-1-2-10-16-22-20(26)28-24-18-13-7-4-8-14-18/h1-16H2,(H,21,25)(H,22,26)","RXSVYGIGWRDVQC","C20H34N4O4","[M + Na]+","C1CCC(=NOC(=O)NCCCCCCNC(=O)ON=C2CCCCC2)CC1","Amino acids and Peptides","Dipeptides","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18799862421071,0.00798403193612774,2.18799862421071,0.0219560878243513,2.23418929280355,0.0199600798403194,0.161266666666667,0.0199600798403194
529,"529_528.32_5.7","NA_[529_528.32_5.7]",528.316104007711,5.7040253,0.0137672792785103,1.86115187754095,0.802046463011796,-0.318242279634766,"(2S)-N-(3-amino-1-cyclobutyl-2,3-dioxopropyl)-3-[(2S)-2-(tert-butylcarbamoylamino)-3,3-dimethylbutanoyl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide",NA,NA,0.134,0.09,-322.627,39.58,1,"InChI=1S/C26H43N5O5/c1-24(2,3)19(29-23(36)30-25(4,5)6)22(35)31-12-14-15(26(14,7)8)17(31)21(34)28-16(13-10-9-11-13)18(32)20(27)33/h13-17,19H,9-12H2,1-8H3,(H2,27,33)(H,28,34)(H2,29,30,36)","LIVZWBUJKWXSLM","C26H43N5O5","[M + Na]+","CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(C3CCC3)C(=O)C(=O)N)C","Amino acids and Peptides","Tripeptides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.221556886227545,1.21446541889315,0.137724550898204,1.37457856297529,0.111776447105788,0.0269285714285714,0.678642714570858
534,"534_417.25_5.7","Cyclo-(isoleucyl-prolyl-leucyl-alanyl)_[534_417.25_5.7]",417.247246944701,5.723232,0.00731964410764242,2.13551003449414,0.804788664574579,-0.313318109919383,"Cyclo-(Isoleucyl-Prolyl-Leucyl-Alanyl)","Cyclo-(isoleucyl-prolyl-leucyl-alanyl)","CHEBI:221471",0.109,0.109,-349.814,12.769,0.4,"InChI=1S/C20H34N4O4/c1-6-12(4)16-20(28)24-9-7-8-15(24)19(27)22-14(10-11(2)3)18(26)21-13(5)17(25)23-16/h11-16H,6-10H2,1-5H3,(H,21,26)(H,22,27)(H,23,25)","HUTLMPQIWUKPAS","C20H34N4O4","[M + Na]+","CCC(C)C1C(=O)N2CCCC2C(=O)NC(C(=O)NC(C(=O)N1)C)CC(C)C","Amino acids and Peptides","Tripeptides","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.217564870259481,1.00100150250438,0.223552894211577,1.00100150250438,0.19560878243513,0.0556388888888889,0.329341317365269
538,"538_205.07_5.8","NA_[538_205.07_5.8]",205.068328891157,5.839932,0.00335111849556187,2.4748102152388,0.801426028565432,-0.319358728776661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40275209380409,0.117764471057884,1.41705050316284,0.111776447105788,1.41508404800271,0.115768463073852,0.0642261904761905,0.471057884231537
540,"540_498.9_5.8","NA_[540_498.9_5.8]",498.901399248931,5.843777,0.0129754958123924,1.88687603814447,0.824394482987256,-0.278593244781614,"N-[3-(aminomethoxy)-4-bromo-2,6-dichloro-5-methoxyphenyl]thieno[3,2-d]pyrimidine-7-carboxamide",NA,NA,-Inf,-Inf,-287.695,6.454,0.065,"InChI=1S/C15H11BrCl2N4O3S/c1-24-13-8(16)14(25-4-19)10(18)12(9(13)17)22-15(23)6-3-26-7-2-20-5-21-11(6)7/h2-3,5H,4,19H2,1H3,(H,22,23)","NCVYNGZPPWXNCV","C15H11BrCl2N4O3S","[M + Na]+","COC1=C(C(=C(C(=C1Cl)NC(=O)C2=CSC3=CN=CN=C32)Cl)OCN)Br","Alkaloids","Pyrrole alkaloids","Proline alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45743992955963,0.031936127744511,2.40522094935728,0.0379241516966068,2.77512861497541,0.0259481037924152,0.171544444444444,0.0558882235528942
541,"541_566.89_5.8","NA_[541_566.89_5.8]",566.888945470386,5.8442917,0.00457804891931692,2.33931957092843,0.804589045962059,-0.313675998290699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0048961726936,0.0459081836327345,1.71058924980998,0.0778443113772455,2.25596470890234,0.0558882235528942,0.0796230158730159,0.335329341317365
542,"542_362.93_5.8","NA_[542_362.93_5.8]",362.926279787387,5.8436103,0.00952781874243015,2.02100651348069,0.817998036111493,-0.289830715406904,"(1E)-1,3,4,4-tetrachloro-N-ethyl-1-(ethylamino)buta-1,3-diene-2-sulfonamide",NA,NA,0.153,0.153,-138.067,9.602,0.058,"InChI=1S/C8H12Cl4N2O2S/c1-3-13-8(12)6(5(9)7(10)11)17(15,16)14-4-2/h13-14H,3-4H2,1-2H3","VXDSHNIADSPIEH","C8H12Cl4N2O2S","[M + Na]+","CCNC(=C(C(=C(Cl)Cl)Cl)S(=O)(=O)NCC)Cl","Alkaloids","Imidazole alkaloids","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99153302164668,0.0119760479041916,2.72131646496409,0.0159680638722555,3.07369442815228,0.0159680638722555,0.19519706959707,0.0419161676646707
545,"545_158.96_5.8","NA_[545_158.96_5.8]",158.964079670213,5.842617,0.00400825038037139,2.39704515754566,0.818258216553079,-0.289371910699066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00995531874072,0.0119760479041916,3.21804171579653,0.0119760479041916,3.25586454628656,0.00998003992015968,0.199794444444444,0.0279441117764471
546,"546_282.15_5.9","NA_[546_282.15_5.9]",282.154697805029,5.891229,0.0249163667537422,1.6035152852006,0.786411212027767,-0.3466442042598,"5-[Methyl(2,3,4,5-tetrahydroxypentyl)amino]pentane-1,2,3,4-tetrol",NA,NA,-Inf,-Inf,-303.338,21.457,0.606,"InChI=1S/C11H25NO8/c1-12(2-6(15)10(19)8(17)4-13)3-7(16)11(20)9(18)5-14/h6-11,13-20H,2-5H2,1H3","QTUVKQCMECDRDO","C11H25NO8","[M - H2O + H]+","CN(CC(C(C(CO)O)O)O)CC(C(C(CO)O)O)O","Fatty acids","N-acyl amines","Fatty amides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.223552894211577,1.00100150250438,0.225548902195609,1.00100150250438,0.211576846307385,0.0258333333333333,0.844311377245509
