#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
189	spectra_filtered.mgf	*..*		:3108	5380	-1	0	255.23	1	0.806812	0	0	131402.0	84649.1	Spectral Match to DL-.beta.-Hydroxypalmitic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf189	-1	GNPS-NIST14-MATCHES.mgf	3848.09				10	0	0.982147	254.248	0	CCMSLIB00003139867
590	spectra_filtered.mgf	*..*		:597	440	-1	0	261.087	1	0.805977	0	0	1191150.0	1653020.0	Spectral Match to 4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf590	-1	GNPS-NIST14-MATCHES.mgf	2.68839				6	0	0.000701904	261.088	0	CCMSLIB00003134926
28	spectra_filtered.mgf	*..*		:16030	34493	-1	0	849.403	1	0.799956	0	0	577.294	1255190.0	(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid [M+K]+	MONA	temp/spectra_filtered.mgf28	-1	MONA.mgf	998.518				15	0	0.848145	850.251	0	CCMSLIB00004707093
658	spectra_filtered.mgf	*..*		:597	440	-1	0	261.087	1	0.798524	0	0	1191150.0	1734850.0	Spectral Match to 4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf658	-1	GNPS-NIST14-MATCHES.mgf	3.15594				6	0	0.000823975	261.088	0	CCMSLIB00003134926
135	spectra_filtered.mgf	*..*		:19843	38306	-1	0	283.105	1	0.794045	0	0	133.392	415843.0	cyclo(tyrosyl-prolyl) [M+Na]+	MONA	temp/spectra_filtered.mgf135	-1	MONA.mgf	3789.03				6	0	1.07269	284.178	0	CCMSLIB00004710906
26	spectra_filtered.mgf	*..*		:1759	4500	-1	0	1070.33	1	0.792014	0	0	896358.0	609725.0	Contaminant vial septum ThermoFisher C5000-44B M+NH4	GNPS-LIBRARY	temp/spectra_filtered.mgf26	-1	GNPS-LIBRARY.mgf	1848.17				14	0	1.97815	1072.31	0	CCMSLIB00005435825
86	spectra_filtered.mgf	*..*		:3168	3168	-1	0	247.0	1	0.788151	0	0	592.682	748820.0	MoNA:2479447 O-Galactosylsphingosine M+H	MONA	temp/spectra_filtered.mgf86	-1	MONA.mgf	7181.39				9	0	1.7738	245.226	0	CCMSLIB00000565916
447	spectra_filtered.mgf	*..*		:1	538	-1	0	200.113	1	0.784989	0	0	21911500.0	107606.0	D-Mannitol [M+NH4]	LDB_POSITIVE	temp/spectra_filtered.mgf447	-1	LDB_POSITIVE.mgf	0.152502				6	0	3.05176e-05	200.113	0	CCMSLIB00005719966
452	spectra_filtered.mgf	*..*		:301	14162	-1	0	165.076	1	0.783882	0	0	73527700.0	772058.0	Mannitol M+H-H2O	GNPS-LIBRARY	temp/spectra_filtered.mgf452	-1	GNPS-LIBRARY.mgf	6076.4				6	0	1.00307	166.079	0	CCMSLIB00012176426
78	spectra_filtered.mgf	*..*		:2504	7137	-1	0	308.331	1	0.778701	0	0	794856.0	330762.0	(2R,6S)-2-methyl-6-[(3Z)-pentadec-3-en-1-yl]piperidine M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf78	-1	GNPS-LIBRARY.mgf	119.366				7	0	0.0368042	308.294	0	CCMSLIB00005724648
